event_definition,coding_system,code,code_name,concept,concept_name,tags,origin,system,event_abbreviation,type
Spontaneous abortion,MTHICD9,646.33,"Habitual aborter, antepartum condition or complication",C0156743,"Recurrent pregnancy loss, antepartum condition or complication",exclude,,P,SpontaneousAbortion,PrA
Spontaneous abortion,MTHICD9,646.31,"Habitual aborter, delivered, with or without mention of antepartum condition",C0156742,"Recurrent pregnancy loss, delivered, with or without mention of antepartum condition",exclude,,P,SpontaneousAbortion,PrA
Spontaneous abortion,MTHICD9,631,Chemical pregnancy,C0000000,Unassociated custom codes,narrow,,P,SpontaneousAbortion,PrA
Spontaneous abortion,MTHICD9,637,Unspecified type of abortion- unspecified- complicated by genital tract and pelvic infection,C0000000,Unassociated custom codes,possible,,P,SpontaneousAbortion,PrA
Spontaneous abortion,MTHICD9,631.8,Blighted ovum,C0266648,Blighted ovum,narrow,,P,SpontaneousAbortion,PrA
Spontaneous abortion,MTHICD9,761.8,"Spontaneous abortion, fetus",C0000786,Spontaneous abortion,exclude,,P,SpontaneousAbortion,PrA
Spontaneous abortion,MTHICD9,637.00,"Unspecified type of abortion, unspecified, complicated by genital tract and pelvic infection",C0156545,"Unspecified abortion, complicated by genital tract and pelvic infection, unspecified",possible,,P,SpontaneousAbortion,PrA
Spontaneous abortion,MTHICD9,631.0,Chemical pregnancy,C2919902,Chemical pregnancy,narrow,,P,SpontaneousAbortion,PrA
Start of Pregnancy,ICD10CM,O02.81,Inappropriate change in quantitative human chorionic gonadotropin (hCG) in early pregnancy,C3161120,Inappropriate change in quantitative human chorionic gonadotropin (hCG) in early pregnancy,exclude,,P,StartofPregnancy,PrA
Start of Pregnancy,ICD9CM,V22.0,Supervision of normal first pregnancy,C0260550,Encounter due to first normal pregnancy supervision,exclude,,P,StartofPregnancy,PrA
Start of Pregnancy,ICD9CM,631.0,Inappropriate change in quantitative human chorionic gonadotropin (hCG) in early pregnancy,C3161120,Inappropriate change in quantitative human chorionic gonadotropin (hCG) in early pregnancy,exclude,,P,StartofPregnancy,PrA
Start of Pregnancy,SCTSPA,77386006,embarazada,C0549169,Confirmation of pregnancy,narrow,,P,StartofPregnancy,PrA
Start of Pregnancy,SCTSPA,248992004,confirmación de embarazo,C0549169,Confirmation of pregnancy,narrow,,P,StartofPregnancy,PrA
Start of Pregnancy,SCTSPA,169566002,embarazo no planeado pero deseado,C0425971,Pregnancy unplanned but wanted,narrow,,P,StartofPregnancy,PrA
Start of Pregnancy,SCTSPA,169571009,"paciente embarazada, SAI",C0549206,Patient currently pregnant,exclude,,P,StartofPregnancy,PrA
Start of Pregnancy,SCTSPA,146802001,"paciente embarazada, SAI",C0549206,Patient currently pregnant,exclude,,P,StartofPregnancy,PrA
Start of Pregnancy,SCTSPA,315900008,[V]primer control del embarazo normal,C0260550,Encounter due to first normal pregnancy supervision,exclude,,P,StartofPregnancy,PrA
Start of Pregnancy,SCTSPA,58532003,embarazo no deseado,C0032995,Unwanted pregnancy,possible,,P,StartofPregnancy,PrA
Start of Pregnancy,SCTSPA,83074005,embarazo indeseado,C0041747,Unplanned pregnancy,possible,,P,StartofPregnancy,PrA
Start of Pregnancy,SCTSPA,276367008,embarazo deseado,C0455859,Wanted pregnancy,narrow,,P,StartofPregnancy,PrA
Start of Pregnancy,SCTSPA,169568001,embarazo no planeado - se desconoce si el niño es deseado,C0425969,Unplanned pregnancy unknown if child is wanted,possible,,P,StartofPregnancy,PrA
Start of Pregnancy,RCD2,621..,Patient currently pregnant,C0549169,Confirmation of pregnancy,exclude,,P,StartofPregnancy,PrA
Start of Pregnancy,RCD2,621Z.,Patient pregnant NOS,C0549206,Patient currently pregnant,exclude,,P,StartofPregnancy,PrA
Start of Pregnancy,RCD2,621C.,Unplanned pregnancy,C0041747,Unplanned pregnancy,possible,,P,StartofPregnancy,PrA
Start of Pregnancy,RCD2,621A.,Pregnancy unplanned ? wanted,C0425969,Unplanned pregnancy unknown if child is wanted,possible,,P,StartofPregnancy,PrA
Start of Pregnancy,SNOMEDCT_US,77386006,Pregnancy,C0549169,Confirmation of pregnancy,narrow,,P,StartofPregnancy,PrA
Start of Pregnancy,SNOMEDCT_US,248992004,Confirmation of pregnancy,C0549169,Confirmation of pregnancy,narrow,,P,StartofPregnancy,PrA
Start of Pregnancy,SNOMEDCT_US,169566002,Pregnancy unplanned but wanted,C0425971,Pregnancy unplanned but wanted,narrow,,P,StartofPregnancy,PrA
Start of Pregnancy,SNOMEDCT_US,160798004,Pregnancy unwanted,C1542844,Unwanted: [pregnancy] or [child],possible,,P,StartofPregnancy,PrA
Start of Pregnancy,SNOMEDCT_US,169571009,Patient pregnant NOS,C0549206,Patient currently pregnant,exclude,,P,StartofPregnancy,PrA
Start of Pregnancy,SNOMEDCT_US,146790009,Patient currently pregnant,C0549206,Patient currently pregnant,exclude,,P,StartofPregnancy,PrA
Start of Pregnancy,SNOMEDCT_US,146802001,Patient pregnant NOS,C0549206,Patient currently pregnant,exclude,,P,StartofPregnancy,PrA
Start of Pregnancy,SNOMEDCT_US,146789000,Patient pregnant,C0549206,Patient currently pregnant,exclude,,P,StartofPregnancy,PrA
Start of Pregnancy,SNOMEDCT_US,169559003,Patient pregnant,C0549206,Patient currently pregnant,exclude,,P,StartofPregnancy,PrA
Start of Pregnancy,SNOMEDCT_US,268571001,Patient pregnant,C0549206,Patient currently pregnant,exclude,,P,StartofPregnancy,PrA
Start of Pregnancy,SNOMEDCT_US,315900008,[V]First normal pregnancy supervision,C0260550,Encounter due to first normal pregnancy supervision,exclude,,P,StartofPregnancy,PrA
Start of Pregnancy,SNOMEDCT_US,58532003,Unwanted pregnancy,C0032995,Unwanted pregnancy,possible,,P,StartofPregnancy,PrA
Start of Pregnancy,SNOMEDCT_US,169570005,Unplanned pregnancy,C0041747,Unplanned pregnancy,possible,,P,StartofPregnancy,PrA
Start of Pregnancy,SNOMEDCT_US,83074005,Unplanned pregnancy,C0041747,Unplanned pregnancy,possible,,P,StartofPregnancy,PrA
Start of Pregnancy,SNOMEDCT_US,276367008,Wanted pregnancy,C0455859,Wanted pregnancy,narrow,,P,StartofPregnancy,PrA
Start of Pregnancy,SNOMEDCT_US,169568001,Unplanned pregnancy unknown if child is wanted,C0425969,Unplanned pregnancy unknown if child is wanted,possible,,P,StartofPregnancy,PrA
Start of Pregnancy,SNOMEDCT_US,146800009,Pregnancy unplanned ? wanted,C0425969,Unplanned pregnancy unknown if child is wanted,possible,,P,StartofPregnancy,PrA
Start of Pregnancy,ICD10_2019,Z34.0,Supervision of normal first pregnancy,C0260550,Encounter due to first normal pregnancy supervision,exclude,,P,StartofPregnancy,PrA
Start of Pregnancy,ICPC2P,W78002,Pregnancy;confirmed,C0549169,Confirmation of pregnancy,narrow,,P,StartofPregnancy,PrA
Start of Pregnancy,ICPC2P,W78004,Pregnancy;unplanned,C0041747,Unplanned pregnancy,exclude,,P,StartofPregnancy,PrA
Start of Pregnancy,ICPC,W79,Unwanted pregnancy confirmed,C0497446,Unwanted pregnancy confirmed,narrow,,P,StartofPregnancy,PrA
Start of Pregnancy,ICPC,W78,Pregnancy confirmed,C0549169,Confirmation of pregnancy,narrow,,P,StartofPregnancy,PrA
Stillbirth,ICD9CMP,651.3,Twin pregnancy with fetal loss and retention of one fetus,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,651.5,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es),C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,651.4,Triplet pregnancy with fetal loss and retention of one or more fetus(es),C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,651.6,Other multiple pregnancy with fetal loss and retention of one or more fetus(es),C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.33,Other and unspecified cord entanglement- without mention of compression- complicating labor and delivery- antepartum condition or complication,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.31,Other and unspecified cord entanglement- without mention of compression- complicating labor and delivery- delivered- with or without mention of antepartum condition,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,651.50,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,651.53,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,651.51,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- delivered- with or without mention of antepartum condition,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.61,Vascular lesions of cord complicating labor and delivery- delivered- with or without mention of antepartum condition,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.60,Vascular lesions of cord complicating labor and delivery- unspecified as to episode of care or not applicable,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.23,Other and unspecified cord entanglement- with compression- complicating labor and delivery- antepartum condition or complication,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.21,Other and unspecified cord entanglement- with compression- complicating labor and delivery- delivered- with or without mention of antepartum condition,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.63,Vascular lesions of cord complicating labor and delivery- antepartum condition or complication,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,651.43,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,651.41,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- delivered- with or without mention of antepartum condition,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,651.40,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.50,Vasa previa complicating labor and delivery- unspecified as to episode of care or not applicable,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.51,Vasa previa complicating labor and delivery- delivered- with or without mention of antepartum condition,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.90,Unspecified umbilical cord complication complicating labor and delivery- unspecified as to episode of care or not applicable,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.13,Cord around neck- with compression- complicating labor and delivery- antepartum condition or complication,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,656.4,Intrauterine death- affecting management of mother,C0000000,Unassociated custom codes,narrow,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.11,Cord around neck- with compression- complicating labor and delivery- delivered- with or without mention of antepartum condition,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,V27.1,Outcome of delivery- single stillborn,C0000000,Unassociated custom codes,narrow,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.53,Vasa previa complicating labor and delivery- antepartum condition or complication,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,656.40,Intrauterine death- affecting management of mother- unspecified as to episode of care or not applicable,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,651.33,Twin pregnancy with fetal loss and retention of one fetus- antepartum condition or complication,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,651.31,Twin pregnancy with fetal loss and retention of one fetus- delivered- with or without mention of antepartum condition,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,656.41,Intrauterine death- affecting management of mother- delivered- with or without mention of antepartum condition,C0000000,Unassociated custom codes,narrow,,P,StillBirth,PrA
Stillbirth,ICD9CMP,651.30,Twin pregnancy with fetal loss and retention of one fetus- unspecified as to episode of care or not applicable,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,656.43,Intrauterine death- affecting management of mother- antepartum condition or complication,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.83,Other umbilical cord complications complicating labor and delivery- antepartum condition or complication,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,646.03,Papyraceous fetus- antepartum condition or complication,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.81,Other umbilical cord complications complicating labor and delivery- delivered- with or without mention of antepartum condition,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.1,Cord around neck- with compression- complicating labor and delivery,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.2,Other and unspecified cord entanglement- with compression- complicating labor and delivery- unspecified as to episode of care or not applicable,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.80,Other umbilical cord complications complicating labor and delivery- unspecified as to episode of care or not applicable,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.0,Prolapse of cord complicating labor and delivery- unspecified as to episode of care or not applicable,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.03,Prolapse of cord complicating labor and delivery- antepartum condition or complication,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.5,Vasa previa complicating labor and delivery,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.6,Vascular lesions of cord complicating labor and delivery,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.01,Prolapse of cord complicating labor and delivery- delivered- with or without mention of antepartum condition,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.3,Other and unspecified cord entanglement- without mention of compression- complicating labor and delivery- unspecified as to episode of care or not applicable,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.4,Short cord complicating labor and delivery- unspecified as to episode of care or not applicable,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,646.0,Papyraceous fetus,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,646.01,Papyraceous fetus- delivered- with or without mention of antepartum condition,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.43,Short cord complicating labor and delivery- antepartum condition or complication,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.9,Unspecified umbilical cord complication during labor and delivery,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,646.00,Papyraceous fetus- unspecified as to episode of care or not applicable,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.00,Prolapse of cord complicating labor and delivery,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.41,Short cord complicating labor and delivery- delivered- with or without mention of antepartum condition,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663.8,Other umbilical cord complications during labor and delivery,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,651.60,Other multiple pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,C0000000,Unassociated custom codes,narrow,,P,StillBirth,PrA
Stillbirth,ICD9CMP,V27.4,Outcome of delivery- twins- both stillborn,C0000000,Unassociated custom codes,narrow,,P,StillBirth,PrA
Stillbirth,ICD9CMP,663,Umbilical cord complications during labor and delivery,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD9CMP,V27.3,Outcome of delivery- twins- one liveborn and one stillborn,C0000000,Unassociated custom codes,narrow,,P,StillBirth,PrA
Stillbirth,ICD9CMP,V27.7,Outcome of delivery- other multiple birth- all stillborn,C0000000,Unassociated custom codes,narrow,,P,StillBirth,PrA
Stillbirth,ICD9CMP,651.63,Other multiple pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD10CM,O02.1,Missed abortion,C0000814,Missed abortion,exclude,,P,StillBirth,PrA
Stillbirth,ICD10CM,O31.02,"Papyraceous fetus, second trimester",C2907972,"Papyraceous fetus, second trimester",possible,,P,StillBirth,PrA
Stillbirth,ICD10CM,P95,Stillbirth,C0495466,Fetal death of unspecified cause,exclude,,P,StillBirth,PrA
Stillbirth,ICD10CM,O31.01,"Papyraceous fetus, first trimester",C2907964,"Papyraceous fetus, first trimester",possible,,P,StillBirth,PrA
Stillbirth,ICD10CM,Z37.11,"single birth, stillborn child, following a termination of pregnancy for medical reasons",C0000000,Unassociated custom codes,exclude,,P,StillBirth,PrA
Stillbirth,ICD10CM,Z37.3,"Twins, one liveborn and one stillborn",C0481466,"Encounter due to birth of twins, one live born and one stillborn",narrow,,P,StillBirth,PrA
Stillbirth,ICD10CM,O31.00,"Papyraceous fetus, unspecified trimester",C2907956,"Papyraceous fetus, unspecified trimester",possible,,P,StillBirth,PrA
Stillbirth,ICD10CM,O36.4,Maternal care for intrauterine death,C0495237,Maternal care for intrauterine death,possible,,P,StillBirth,PrA
Stillbirth,ICD10CM,Z37.4,"Twins, both stillborn",C0419377,"Encounter due to birth of twins, both stillborn",narrow,,P,StillBirth,PrA
Stillbirth,ICD10CM,Z37.1,Single stillbirth,C1313896,Encounter due to single stillbirth,narrow,,P,StillBirth,PrA
Stillbirth,ICD10CM,Z37.6,"Other multiple births, some liveborn",C0481670,"Other multiple births, some liveborn",exclude,,P,StillBirth,PrA
Stillbirth,ICD10CM,Z37.69,"Other multiple births, some liveborn",C0481670,"Other multiple births, some liveborn",exclude,,P,StillBirth,PrA
Stillbirth,ICD10CM,O31.0,Fetus compressus,C0156724,Fetus papyraceous,possible,,P,StillBirth,PrA
Stillbirth,ICD10CM,Z37.7,"Other multiple births, all stillborn",C0481671,"Other multiple births, all stillborn",narrow,,P,StillBirth,PrA
Stillbirth,ICD10CM,O31.03,"Papyraceous fetus, third trimester",C2907980,"Papyraceous fetus, third trimester",possible,,P,StillBirth,PrA
Stillbirth,ICD10CM,Z37.60,"Multiple births, unspecified, some liveborn",C2910752,"Multiple births, unspecified, some liveborn",exclude,,P,StillBirth,PrA
Stillbirth,ICD10CM,Z37.64,"Sextuplets, some liveborn",C2910756,Encounter due to sextuplets some liveborn,exclude,,P,StillBirth,PrA
Stillbirth,ICD10CM,Z37.63,"Quintuplets, some liveborn",C2910755,"Encounter due to quintuplets, some liveborn",exclude,,P,StillBirth,PrA
Stillbirth,ICD10CM,Z37.62,"Quadruplets, some liveborn",C2910754,Encounter due to quadruplets some liveborn,exclude,,P,StillBirth,PrA
Stillbirth,ICD10CM,Z37.61,"Triplets, some liveborn",C2910753,"Encounter due to triplets, some liveborn",exclude,,P,StillBirth,PrA
Stillbirth,ICPC2EENG,A95,Perinatal mortality,C0701826,Perinatal death,narrow,,P,StillBirth,PrA
Stillbirth,ICPC2EENG,W91,Uncomplicated labour/delivery stillbirth,C0497450,Uncomplicated labour/delivery stillbirth,narrow,,P,StillBirth,PrA
Stillbirth,ICD10_2019,O02.1,Missed abortion,C0000814,Missed abortion,exclude,,P,StillBirth,PrA
Stillbirth,ICD10_2019,Z37.40,"NAISSANCE GEMELLAIRE, JUMEAUX MORTS-NES, HORS IMG",C0000000,Unassociated custom codes,narrow,,P,StillBirth,PrA
Stillbirth,ICD10_2019,Z37.62,"Quadruplets, some liveborn",C0000000,Unassociated custom codes,exclude,,P,StillBirth,PrA
Stillbirth,ICD10_2019,Z37.63,"Quintuplets, some liveborn",C0000000,Unassociated custom codes,exclude,,P,StillBirth,PrA
Stillbirth,ICD10_2019,Z37.64,"Sextuplets, some liveborn",C0000000,Unassociated custom codes,exclude,,P,StillBirth,PrA
Stillbirth,ICD10_2019,Z37.10,"NAISSANCE UNIQUE, ENFANT MORT-NE, HORS IMG",C0000000,Unassociated custom codes,narrow,,P,StillBirth,PrA
Stillbirth,ICD10_2019,Z37.70,"NAISSANCES MULT. NCA, TOUS MORTS-NES, HORS IMG",C0000000,Unassociated custom codes,narrow,,P,StillBirth,PrA
Stillbirth,ICD10_2019,Z37.60,"Multiple births, unspecified, some liveborn",C0000000,Unassociated custom codes,exclude,,P,StillBirth,PrA
Stillbirth,ICD10_2019,Z37.61,"Triplets, some liveborn",C0000000,Unassociated custom codes,exclude,,P,StillBirth,PrA
Stillbirth,ICD10_2019,Z37.11,"single birth, stillborn child, following a termination of pregnancy for medical reasons",C0000000,Unassociated custom codes,exclude,,P,StillBirth,PrA
Stillbirth,ICD10_2019,Z37.69,"Other multiple births, some liveborn",C0000000,Unassociated custom codes,exclude,,P,StillBirth,PrA
Stillbirth,ICD10_2019,Z37.3,"Twins, one liveborn and one stillborn",C0481466,"Encounter due to birth of twins, one live born and one stillborn",narrow,,P,StillBirth,PrA
Stillbirth,ICD10_2019,P95,Fetal death of unspecified cause,C0015927,Fetal Death,exclude,,P,StillBirth,PrA
Stillbirth,ICD10_2019,Z37.4,"Twins, both stillborn",C0419377,"Encounter due to birth of twins, both stillborn",narrow,,P,StillBirth,PrA
Stillbirth,ICD10_2019,Z37.1,Single stillbirth,C1313896,Encounter due to single stillbirth,narrow,,P,StillBirth,PrA
Stillbirth,ICD10_2019,Z37.6,"Other multiple births, some liveborn",C0481670,"Other multiple births, some liveborn",exclude,,P,StillBirth,PrA
Stillbirth,ICD10_2019,O31.0,Papyraceous fetus,C0156724,Fetus papyraceous,possible,,P,StillBirth,PrA
Stillbirth,ICD10_2019,Z37.7,"Other multiple births, all stillborn",C0481671,"Other multiple births, all stillborn",narrow,,P,StillBirth,PrA
Stillbirth,ICD10_2019,O83.4,Destructive operation for delivery,C0857210,Dead foetus,narrow,,P,StillBirth,PrA
Stillbirth,ICD10_2019,O36.4,Maternal care for intrauterine death,C0269792,"Fetal death, affecting management of mother",possible,,P,StillBirth,PrA
Stillbirth,free_text,STILLBIRTH_narrow,(missing name),C0000000,Unassociated custom codes,narrow,,P,StillBirth,PrA
Stillbirth,free_text,STILLBIRTH_broad,(missing name),C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICPC2P,W82007,Missed;abortion,C0000814,Missed abortion,exclude,,P,StillBirth,PrA
Stillbirth,ICPC2P,A95001,Mortality;perinatal,C0701826,Perinatal death,narrow,,P,StillBirth,PrA
Stillbirth,ICD10,O02.1,Missed abortion,C0000814,Missed abortion,exclude,,P,StillBirth,PrA
Stillbirth,ICD10,O69.0,Labour and delivery complicated by prolapse of cord,C0157275,Prolapse of cord complicating labor and delivery,possible,,P,StillBirth,PrA
Stillbirth,ICD10,P95,Fetal death of unspecified cause,C0495466,Fetal death of unspecified cause,exclude,,P,StillBirth,PrA
Stillbirth,ICD10,O31.03,Papyraceous fetus- third trimester,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD10,Z37.40,NAISSANCE GEMELLAIRE- JUMEAUX MORTS-NES- HORS IMG,C0000000,Unassociated custom codes,narrow,,P,StillBirth,PrA
Stillbirth,ICD10,Z37.10,NAISSANCE UNIQUE- ENFANT MORT-NE- HORS IMG,C0000000,Unassociated custom codes,narrow,,P,StillBirth,PrA
Stillbirth,ICD10,O31.00,Papyraceous fetus- unspecified trimester,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD10,Z37.70,NAISSANCES MULT. NCA- TOUS MORTS-NES- HORS IMG,C0000000,Unassociated custom codes,narrow,,P,StillBirth,PrA
Stillbirth,ICD10,O31.01,Papyraceous fetus- first trimester,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD10,O31.02,Papyraceous fetus- second trimester,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,ICD10,O69.1,"Labour and delivery complicated by cord around neck, with compression",C0566742,Cord around neck with compression,possible,,P,StillBirth,PrA
Stillbirth,ICD10,Z37.3,"Twins, one liveborn and one stillborn",C0481466,"Encounter due to birth of twins, one live born and one stillborn",narrow,,P,StillBirth,PrA
Stillbirth,ICD10,O36.4,Maternal care for intrauterine death,C0495237,Maternal care for intrauterine death,possible,,P,StillBirth,PrA
Stillbirth,ICD10,O69.5,Labour and delivery complicated by vascular lesion of cord,C0157299,Labor and delivery complicated by vascular lesion of cord,possible,,P,StillBirth,PrA
Stillbirth,ICD10,O69.3,Labour and delivery complicated by short cord,C0157291,Short cord complicating labour and delivery,possible,,P,StillBirth,PrA
Stillbirth,ICD10,Z37.4,"Twins, both stillborn",C0419377,"Encounter due to birth of twins, both stillborn",narrow,,P,StillBirth,PrA
Stillbirth,ICD10,Z37.1,Single stillbirth,C1313896,Encounter due to single stillbirth,narrow,,P,StillBirth,PrA
Stillbirth,ICD10,Z37.6,"Other multiple births, some liveborn",C0481670,"Other multiple births, some liveborn",exclude,,P,StillBirth,PrA
Stillbirth,ICD10,O31.0,Papyraceous fetus,C0156724,Fetus papyraceous,possible,,P,StillBirth,PrA
Stillbirth,ICD10,Z37.7,"Other multiple births, all stillborn",C0481671,"Other multiple births, all stillborn",narrow,,P,StillBirth,PrA
Stillbirth,ICD10,O69.4,Labour and delivery complicated by vasa praevia,C0495270,Vasa praevia complicating labour and delivery,possible,,P,StillBirth,PrA
Stillbirth,ICD10,O83.4,Destructive operation for delivery,C0495285,Deliveries by destructive operation,narrow,,P,StillBirth,PrA
Stillbirth,ICPC,A95,Perinatal mortality,C0701826,Perinatal death,narrow,,P,StillBirth,PrA
Stillbirth,ICPC,W91,Normal delivery deadborn,C0497450,Uncomplicated labour/delivery stillbirth,narrow,,P,StillBirth,PrA
Stillbirth,ICPC,W93,Complicated delivery deadborn,C0497452,Complicated labour/delivery stillbirth,narrow,,P,StillBirth,PrA
Stillbirth,RCD,X40E5,Macerated stillbirth,C0235658,Macerated fetus,possible,,P,StillBirth,PrA
Stillbirth,RCD,XaC1G,[X]Macerated stillbirth,C0235658,Macerated fetus,possible,,P,StillBirth,PrA
Stillbirth,RCD,ZV320,"[V]Twin, born in hospital, mate stillborn",C0260613,"Encounter for twin, born in hospital, mate stillborn",exclude,,P,StillBirth,PrA
Stillbirth,RCD,ZV32z,"[V]Twin, mate stillborn NOS",C0260612,"Encounter due to twin birth, mate stillborn",exclude,,P,StillBirth,PrA
Stillbirth,RCD,ZV32.,"[V]Twin, mate stillborn",C0260612,"Encounter due to twin birth, mate stillborn",exclude,,P,StillBirth,PrA
Stillbirth,RCD,XE0ve,Missed abortion,C0000814,Missed abortion,exclude,,P,StillBirth,PrA
Stillbirth,RCD,X40E0,Antepartum fetal death,C0405332,Antepartum fetal death,narrow,,P,StillBirth,PrA
Stillbirth,RCD,6332.,Single stillbirth,C0481458,Single stillbirth,narrow,,P,StillBirth,PrA
Stillbirth,RCD,6332,Single stillbirth,C0000000,Unassociated custom codes,narrow,,P,StillBirth,PrA
Stillbirth,RCD,ZV273,"[V]Twins,1 live born,1 stillb.",C0481466,"Encounter due to birth of twins, one live born and one stillborn",exclude,,P,StillBirth,PrA
Stillbirth,RCD,X70EM,Perinatal death,C0701826,Perinatal death,narrow,,P,StillBirth,PrA
