event_definition,coding_system,code_issue_dot,code_name,concept,concept_name,tags,system,event_abbreviation,type,code
Birth classified as possible,ICD9CMP,660.4,Shoulder (girdle) dystocia during labor and delivery,C0269825,Shoulder Dystocia,narrow,P,BirthPossible2,PrA,660.4
Birth classified as possible,ICD9CMP,660.40,Shoulder (girdle) dystocia- unspecified as to episode of care or not applicable,C0157216,Shoulder (girdle) dystocia- unspecified as to episode of care,narrow,P,BirthPossible2,PrA,660.40
Birth classified as possible,ICD9CMP,660.43,Shoulder (girdle) dystocia- antepartum condition or complication,"","",narrow,P,BirthPossible2,PrA,660.43
Birth classified as possible,ICD9CMP,660.5,Locked twins,C0405185,Interlocked twins,narrow,P,BirthPossible2,PrA,660.5
Birth classified as possible,ICD9CMP,660.50,Locked twins- unspecified as to episode of care or not applicable,C0157220,Locked twins- unspecified as to episode of care in pregnancy,narrow,P,BirthPossible2,PrA,660.50
Birth classified as possible,ICD9CMP,660.53,Locked twins- antepartum condition or complication,"","",narrow,P,BirthPossible2,PrA,660.53
Birth classified as possible,ICD9CMP,660.60,Unspecified failed trial of labor- unspecified as to episode of care or not applicable,C0157224,Unspecified failed trial of labor- unspecified as to episode of care or not applicable,narrow,P,BirthPossible2,PrA,660.60
Birth classified as possible,ICD9CMP,660.63,Unspecified failed trial of labor- antepartum condition or complication,C0157226,Unspecified failed trial of labor- antepartum condition or complication,narrow,P,BirthPossible2,PrA,660.63
Birth classified as possible,ICD9CMP,661.0,Primary uterine inertia,C0152159,Hypotonic uterine inertia,narrow,P,BirthPossible2,PrA,661.0
Birth classified as possible,ICD9CMP,661.00,Primary uterine inertia- unspecified as to episode of care or not applicable,C0157239,Primary uterine inertia- unspecified as to episode of care or not applicable,narrow,P,BirthPossible2,PrA,661.00
Birth classified as possible,ICD9CMP,661.03,Primary uterine inertia- antepartum condition or complication,C0157241,Primary uterine inertia- antepartum,narrow,P,BirthPossible2,PrA,661.03
Birth classified as possible,ICD9CMP,661.1,Secondary uterine inertia,C0405169,Secondary uterine inertia,narrow,P,BirthPossible2,PrA,661.1
Birth classified as possible,ICD9CMP,661.10,Secondary uterine inertia- unspecified as to episode of care or not applicable,C0157242,Secondary uterine inertia- unspecified as to episode of care or not applicable,narrow,P,BirthPossible2,PrA,661.10
Birth classified as possible,ICD9CMP,661.13,Secondary uterine inertia- antepartum condition or complication,C0157244,Secondary uterine inertia- antepartum,narrow,P,BirthPossible2,PrA,661.13
Birth classified as possible,ICD9CMP,661.2,Other and unspecified uterine inertia,C0477838,Other uterine inertia,narrow,P,BirthPossible2,PrA,661.2
Birth classified as possible,ICD9CMP,661.20,Other and unspecified uterine inertia- unspecified as to episode of care or not applicable,C0477838,Other uterine inertia,narrow,P,BirthPossible2,PrA,661.20
Birth classified as possible,ICD9CMP,661.23,Other and unspecified uterine inertia- antepartum condition or complication,C0157247,Other and unspecified uterine inertia- antepartum condition or complication,narrow,P,BirthPossible2,PrA,661.23
Birth classified as possible,ICD9CMP,663.80,Other umbilical cord complications complicating labor and delivery- unspecified as to episode of care or not applicable,C0157304,Other umbilical cord complications complicating labor and delivery- unspecified as to episode of care or not applicable,narrow,P,BirthPossible2,PrA,663.80
Birth classified as possible,ICD9CMP,663.83,Other umbilical cord complications complicating labor and delivery- antepartum condition or complication,C0157306,Other umbilical cord complications complicating labor and delivery- antepartum condition or complication,narrow,P,BirthPossible2,PrA,663.83
Birth classified as possible,ICD9CMP,663.90,Unspecified umbilical cord complication complicating labor and delivery- unspecified as to episode of care or not applicable,C0157308,Unspecified umbilical cord complication complicating labor and delivery- unspecified as to episode of care or not applicable,narrow,P,BirthPossible2,PrA,663.90
Birth classified as possible,ICD9CMP,663.93,Unspecified umbilical cord complication complicating labor and delivery- antepartum condition or complication,C0157310,Unspecified umbilical cord complication complicating labor and delivery- antepartum condition or complication,narrow,P,BirthPossible2,PrA,663.93
Birth classified as possible,ICD9CMP,664.40,Unspecified perineal laceration- unspecified as to episode of care or not applicable,C0157329,Unspecified perineal laceration- unspecified as to episode of care or not applicable,narrow,P,BirthPossible2,PrA,664.40
Birth classified as possible,ICD9CMP,664.50,Vulvar and perineal hematoma- unspecified as to episode of care or not applicable,C0157333,Vulvar and perineal hematoma- unspecified as to episode of care or not applicable,narrow,P,BirthPossible2,PrA,664.50
Birth classified as possible,ICD9CMP,664.80,Other specified trauma to perineum and vulva- unspecified as to episode of care or not applicable,C0157337,Other specified trauma to perineum and vulva- unspecified as to episode of care or not applicable,narrow,P,BirthPossible2,PrA,664.80
Birth classified as possible,ICD9CMP,664.90,Unspecified trauma to perineum and vulva- unspecified as to episode of care or not applicable,C0157341,Unspecified trauma to perineum and vulva- unspecified as to episode of care or not applicable,narrow,P,BirthPossible2,PrA,664.90
Birth classified as possible,ICD9CMP,665.1,Rupture of uterus during labor,C3812903,Rupture of uterus during labor,narrow,P,BirthPossible3,PrA,665.1
Birth classified as possible,ICD9CMP,665.10,Rupture of uterus during labor- unspecified as to episode of care or not applicable,"","",narrow,P,BirthPossible3,PrA,665.10
Birth classified as possible,ICD9CMP,665.2,Obstetrical inversion of uterus,C0162482,Uterine Inversion,narrow,P,BirthPossible2,PrA,665.2
Birth classified as possible,ICD9CMP,665.20,Inversion of uterus- unspecified as to episode of care or not applicable,C0157355,Inversion of uterus- unspecified as to episode of care or not applicable,narrow,P,BirthPossible2,PrA,665.20
Birth classified as possible,ICD9CMP,665.30,Laceration of cervix- unspecified as to episode of care or not applicable,C0157359,Laceration of cervix- unspecified as to episode of care or not applicable,narrow,P,BirthPossible2,PrA,665.30
Birth classified as possible,ICD9CMP,665.40,High vaginal laceration- unspecified as to episode of care or not applicable,C0157363,High vaginal laceration- unspecified as to episode of care or not applicable,narrow,P,BirthPossible2,PrA,665.40
Birth classified as possible,ICD9CMP,665.70,Pelvic hematoma- unspecified as to episode of care or not applicable,C0157375,Pelvic hematoma- unspecified as to episode of care or not applicable,narrow,P,BirthPossible2,PrA,665.70
Birth classified as possible,ICD9CMP,668.1,Cardiac complications of anesthesia or other sedation in labor and delivery,C0269916,Obstetrical cardiac complication of anesthesia AND-OR sedation,narrow,P,BirthPossible1,PrA,668.1
Birth classified as possible,ICD9CMP,668.10,Cardiac complications of anesthesia or other sedation in labor and delivery- unspecified as to episode of care or not applicable,"","",narrow,P,BirthPossible1,PrA,668.10
Birth classified as possible,ICD9CMP,668.13,Cardiac complications of anesthesia or other sedation in labor and delivery- antepartum condition or complication,"","",narrow,P,BirthPossible1,PrA,668.13
Birth classified as possible,ICD9CMP,669.00,Maternal distress complicating labor and delivery- unspecified as to episode of care or not applicable,C0157445,Maternal distress complicating labor and delivery- unspecified as to episode of care or not applicable,narrow,P,BirthPossible2,PrA,669.00
Birth classified as possible,ICD9CMP,669.03,Maternal distress complicating labor and delivery- antepartum condition or complication,C0157448,Maternal distress complicating labor and delivery- antepartum condition or complication,narrow,P,BirthPossible2,PrA,669.03
Birth classified as possible,ICD9CMP,669.8,Other complications of labor and delivery,C0157443,Other complications of labor and delivery,narrow,P,BirthPossible2,PrA,669.8
Birth classified as possible,ICD9CMP,669.80,Other complications of labor and delivery- unspecified as to episode of care or not applicable,C0157479,Other complications of labor and delivery- unspecified as to episode of care or not applicable,narrow,P,BirthPossible2,PrA,669.80
Birth classified as possible,ICD9CMP,669.80,Other complications of labor and delivery- unspecified as to episode of care or not applicable,C0157479,Other complications of labor and delivery- unspecified as to episode of care or not applicable,narrow,P,BirthPossible3,PrA,669.80
Birth classified as possible,ICD9CMP,669.83,Other complications of labor and delivery- antepartum condition or complication,C0157482,Other complications of labor and delivery- antepartum condition or complication,narrow,P,BirthPossible3,PrA,669.83
Birth classified as possible,ICD9CMP,673.13,Amniotic fluid embolism- antepartum condition or complication,C0157550,Amniotic fluid embolism- antepartum condition or complication,narrow,P,BirthPossible3,PrA,673.13
Birth classified as possible,ICD9CMP,674.20,Disruption of perineal wound- unspecified as to episode of care or not applicable,C0157582,Disruption of perineal wound- unspecified as to episode of care or not applicable,narrow,P,BirthPossible3,PrA,674.20
Birth classified as possible,ICD9CMP,674.5,Peripartum cardiomyopathy,C0877208,Peripartum cardiomyopathy,narrow,P,BirthPossible3,PrA,674.5
Birth classified as possible,ICD9CMP,674.50,Peripartum cardiomyopathy- unspecified as to episode of care or not applicable,C1260427,Peripartum cardiomyopathy- unspecified as to episode of care or not applicable,narrow,P,BirthPossible3,PrA,674.50
Birth classified as possible,ICD9CMP,674.53,Peripartum cardiomyopathy- antepartum condition or complication,C1260430,Peripartum cardiomyopathy- antepartum condition or complication,narrow,P,BirthPossible3,PrA,674.53
Birth classified as possible,ICD9CMP,675.03,Infections of nipple associated with childbirth- antepartum condition or complication,C0157603,Infections of nipple associated with childbirth- antepartum condition or complication,narrow,P,BirthPossible3,PrA,675.03
Ectopic Pregnancy,ICD9CMP,633,Ectopic pregnancy,C0032987,Ectopic Pregnancy,narrow,P,EctopicPregnancy,PrA,633
Ectopic Pregnancy,ICD9CMP,633.0,Abdominal pregnancy,C0032984,Pregnancy- Abdominal,narrow,P,EctopicPregnancy,PrA,633.0
Ectopic Pregnancy,ICD9CMP,633.00,Abdominal pregnancy without intrauterine pregnancy,C1135231,abdominal pregnancy without intrauterine pregnancy,narrow,P,EctopicPregnancy,PrA,633.00
Ectopic Pregnancy,ICD9CMP,633.1,Tubal pregnancy,C0032994,Pregnancy- Tubal,narrow,P,EctopicPregnancy,PrA,633.1
Ectopic Pregnancy,ICD9CMP,633.10,Tubal pregnancy without intrauterine pregnancy,"","",narrow,P,EctopicPregnancy,PrA,633.10
Ectopic Pregnancy,ICD9CMP,633.2,Ovarian pregnancy,C0032991,Pregnancy- Ovarian,narrow,P,EctopicPregnancy,PrA,633.2
Ectopic Pregnancy,ICD9CMP,633.20,Ovarian pregnancy without intrauterine pregnancy,C1135235,ovarian pregnancy without intrauterine pregnancy,narrow,P,EctopicPregnancy,PrA,633.20
Ectopic Pregnancy,ICD9CMP,633.21,Ovarian pregnancy with intrauterine pregnancy,C1135236,Combined intrauterine and ovarian pregnancy,narrow,P,EctopicPregnancy,PrA,633.21
Ectopic Pregnancy,ICD9CMP,633.8,Other ectopic pregnancy,C0029604,Other ectopic pregnancy,narrow,P,EctopicPregnancy,PrA,633.8
Ectopic Pregnancy,ICD9CMP,633.80,Other ectopic pregnancy without intrauterine pregnancy,"","",narrow,P,EctopicPregnancy,PrA,633.80
Ectopic Pregnancy,ICD9CMP,633.9,Unspecified ectopic pregnancy,C0032987,Ectopic Pregnancy,narrow,P,EctopicPregnancy,PrA,633.9
Ectopic Pregnancy,ICD9CMP,633.90,Unspecified ectopic pregnancy without intrauterine pregnancy,C1135239,Unspecified ectopic pregnancy without intrauterine pregnancy,narrow,P,EctopicPregnancy,PrA,633.90
Elective termination,ICD9CMP,631,Other abnormal product of conception,"","",possible,P,ELECTTERM,PrA,631
Elective termination,ICD9CMP,635,Legally induced abortion,C1456876,Legal abortion (finding),narrow,P,ELECTTERM,PrA,635
Elective termination,ICD9CMP,635.0,Legally induced abortion complicated by genital tract and pelvic infection,C0156464,Legally induced abortion- complicated by genital tract and pelvic infection- unspecified,narrow,P,ELECTTERM,PrA,635.0
Elective termination,ICD9CMP,635.00,Legally induced abortion- complicated by genital tract and pelvic infection- unspecified,C0156464,Legally induced abortion- complicated by genital tract and pelvic infection- unspecified,narrow,P,ELECTTERM,PrA,635.00
Elective termination,ICD9CMP,635.01,Legally induced abortion- complicated by genital tract and pelvic infection- incomplete,C0156465,Incomplete legal termination of pregnancy with genital tract or pelvic infection,narrow,P,ELECTTERM,PrA,635.01
Elective termination,ICD9CMP,635.02,Legally induced abortion- complicated by genital tract and pelvic infection- complete,C0156466,Complete legal termination of pregnancy with genital tract or pelvic infection,narrow,P,ELECTTERM,PrA,635.02
Elective termination,ICD9CMP,635.1,Legally induced abortion complicated by delayed or excessive hemorrhage,C0269450,Legally induced abortion- complicated by delayed or excessive hemorrhage- unspecified,narrow,P,ELECTTERM,PrA,635.1
Elective termination,ICD9CMP,635.10,Legally induced abortion- complicated by delayed or excessive hemorrhage- unspecified,C0269450,Legally induced abortion- complicated by delayed or excessive hemorrhage- unspecified,narrow,P,ELECTTERM,PrA,635.10
Elective termination,ICD9CMP,635.11,Legally induced abortion- complicated by delayed or excessive hemorrhage- incomplete,C0156469,Incomplete legal termination of pregnancy with delayed or excessive hemorrhage,narrow,P,ELECTTERM,PrA,635.11
Elective termination,ICD9CMP,635.12,Legally induced abortion- complicated by delayed or excessive hemorrhage- complete,C0156470,Complete legal termination of pregnancy with delayed or excessive hemorrhage,narrow,P,ELECTTERM,PrA,635.12
Elective termination,ICD9CMP,635.2,Legally induced abortion complicated by damage to pelvic organs or tissues,C0156472,Legal termination of pregnancy complicated by damage to pelvic organ and-or tissues,narrow,P,ELECTTERM,PrA,635.2
Elective termination,ICD9CMP,635.20,Legally induced abortion- complicated by damage to pelvic organs or tissues- unspecified,C0156472,Legal termination of pregnancy complicated by damage to pelvic organ and-or tissues,narrow,P,ELECTTERM,PrA,635.20
Elective termination,ICD9CMP,635.21,Legally induced abortion- complicated by damage to pelvic organs or tissues- incomplete,C0156473,Incomplete legal termination of pregnancy with damage to pelvic organs or tissues,narrow,P,ELECTTERM,PrA,635.21
Elective termination,ICD9CMP,635.22,Legally induced abortion- complicated by damage to pelvic organs or tissues- complete,C0156474,Complete legal termination of pregnancy with damage to pelvic organs or tissues,narrow,P,ELECTTERM,PrA,635.22
Elective termination,ICD9CMP,635.3,Legally induced abortion complicated by renal failure,C0269469,Legal termination of pregnancy complicated by renal failure,narrow,P,ELECTTERM,PrA,635.3
Elective termination,ICD9CMP,635.30,Legally induced abortion- complicated by renal failure-unspecified,C0269469,Legal termination of pregnancy complicated by renal failure,narrow,P,ELECTTERM,PrA,635.30
Elective termination,ICD9CMP,635.31,Legally induced abortion- complicated by renal failure- incomplete,C0156477,Incomplete legal termination of pregnancy with renal failure,narrow,P,ELECTTERM,PrA,635.31
Elective termination,ICD9CMP,635.32,Legally induced abortion- complicated by renal failure- complete,C0156478,Complete legal termination of pregnancy with renal failure,narrow,P,ELECTTERM,PrA,635.32
Elective termination,ICD9CMP,635.4,Legally induced abortion complicated by metabolic disorder,C0269474,Legal termination of pregnancy complicated by metabolic disorder,narrow,P,ELECTTERM,PrA,635.4
Elective termination,ICD9CMP,635.40,Legally induced abortion- complicated by metabolic disorder- unspecified,C0269474,Legal termination of pregnancy complicated by metabolic disorder,narrow,P,ELECTTERM,PrA,635.40
Elective termination,ICD9CMP,635.41,Legally induced abortion- complicated by metabolic disorder- incomplete,C0156481,Incomplete legal termination of pregnancy with metabolic disorder,narrow,P,ELECTTERM,PrA,635.41
Elective termination,ICD9CMP,635.42,Legally induced abortion- complicated by metabolic disorder- complete,C0156482,Complete legal termination of pregnancy with metabolic disorder,narrow,P,ELECTTERM,PrA,635.42
Elective termination,ICD9CMP,635.5,Legally induced abortion complicated by shock,C0269476,Legal termination of pregnancy complicated by shock,narrow,P,ELECTTERM,PrA,635.5
Elective termination,ICD9CMP,635.50,Legally induced abortion- complicated by shock- unspecified,C0269476,Legal termination of pregnancy complicated by shock,narrow,P,ELECTTERM,PrA,635.50
Elective termination,ICD9CMP,635.51,Legally induced abortion- complicated by shock- incomplete,C0156485,Incomplete legal termination of pregnancy with shock,narrow,P,ELECTTERM,PrA,635.51
Elective termination,ICD9CMP,635.52,Legally induced abortion- complicated by shock- complete,C0156486,Complete legal termination of pregnancy with shock,narrow,P,ELECTTERM,PrA,635.52
Elective termination,ICD9CMP,635.6,Legally induced abortion complicated by embolism,C0269479,Legal termination of pregnancy complicated by embolism,narrow,P,ELECTTERM,PrA,635.6
Elective termination,ICD9CMP,635.60,Legally induced abortion- complicated by embolism- unspecified,C0269479,Legal termination of pregnancy complicated by embolism,narrow,P,ELECTTERM,PrA,635.60
Elective termination,ICD9CMP,635.61,Legally induced abortion- complicated by embolism- incomplete,C0156489,Legally induced abortion- complicated by embolism- incomplete,narrow,P,ELECTTERM,PrA,635.61
Elective termination,ICD9CMP,635.62,Legally induced abortion- complicated by embolism- complete,C0156490,Complete legal termination of pregnancy with embolism,narrow,P,ELECTTERM,PrA,635.62
Elective termination,ICD9CMP,635.7,Legally induced abortion with other specified complications,C0156492,Legally induced abortion- with other specified complications- unspecified,narrow,P,ELECTTERM,PrA,635.7
Elective termination,ICD9CMP,635.70,Legally induced abortion- with other specified complications- unspecified,C0156492,Legally induced abortion- with other specified complications- unspecified,narrow,P,ELECTTERM,PrA,635.70
Elective termination,ICD9CMP,635.71,Legally induced abortion- with other specified complications- incomplete,C0156493,Legally induced abortion- with other specified complications- incomplete,narrow,P,ELECTTERM,PrA,635.71
Elective termination,ICD9CMP,635.72,Legally induced abortion- with other specified complications- complete,C0156494,Legally induced abortion- with other specified complications- complete,narrow,P,ELECTTERM,PrA,635.72
Elective termination,ICD9CMP,635.8,Legally induced abortion with unspecified complication,C0269441,Legal termination of pregnancy with complication,narrow,P,ELECTTERM,PrA,635.8
Elective termination,ICD9CMP,635.80,Legally induced abortion- with unspecified complication- unspecified,C0269441,Legal termination of pregnancy with complication,narrow,P,ELECTTERM,PrA,635.80
Elective termination,ICD9CMP,635.81,Legally induced abortion- with unspecified complication- incomplete,C0600042,incomplete legal abortion with complication,narrow,P,ELECTTERM,PrA,635.81
Elective termination,ICD9CMP,635.82,Legally induced abortion- with unspecified complication- complete,C3697208,Complete legal abortion with complication,narrow,P,ELECTTERM,PrA,635.82
Elective termination,ICD9CMP,635.9,Legally induced abortion without mention of complication,C0156499,Legally induced abortion- without mention of complication- unspecified,narrow,P,ELECTTERM,PrA,635.9
Elective termination,ICD9CMP,635.90,Legally induced abortion- without mention of complication- unspecified,C0156499,Legally induced abortion- without mention of complication- unspecified,narrow,P,ELECTTERM,PrA,635.90
Elective termination,ICD9CMP,635.91,Legally induced abortion- without mention of complication- incomplete,C0600043,Legally induced abortion- without mention of complication- incomplete,narrow,P,ELECTTERM,PrA,635.91
Elective termination,ICD9CMP,635.92,Legally induced abortion- without mention of complication- complete,C1261319,Legally induced abortion- without mention of complication- complete,narrow,P,ELECTTERM,PrA,635.92
Elective termination,ICD9CMP,636,Illegally induced abortion,C0000804,Abortion- Criminal,narrow,P,ELECTTERM,PrA,636
Elective termination,ICD9CMP,636.0,Illegally induced abortion complicated by genital tract and pelvic infection,C0156504,Illegally induced abortion- complicated by genital tract and pelvic infection- unspecified,narrow,P,ELECTTERM,PrA,636.0
Elective termination,ICD9CMP,636.00,Illegally induced abortion- complicated by genital tract and pelvic infection- unspecified,C0156504,Illegally induced abortion- complicated by genital tract and pelvic infection- unspecified,narrow,P,ELECTTERM,PrA,636.00
Elective termination,ICD9CMP,636.01,Illegally induced abortion- complicated by genital tract and pelvic infection- incomplete,C0156505,Illegally induced abortion- complicated by genital tract and pelvic infection- incomplete,narrow,P,ELECTTERM,PrA,636.01
Elective termination,ICD9CMP,636.02,Illegally induced abortion- complicated by genital tract and pelvic infection- complete,C0156506,Illegally induced abortion- complicated by genital tract and pelvic infection- complete,narrow,P,ELECTTERM,PrA,636.02
Elective termination,ICD9CMP,636.1,Illegally induced abortion complicated by delayed or excessive hemorrhage,C0269505,Illegally induced abortion- complicated by delayed or excessive hemorrhage- unspecified,narrow,P,ELECTTERM,PrA,636.1
Elective termination,ICD9CMP,636.10,Illegally induced abortion- complicated by delayed or excessive hemorrhage- unspecified,C0269505,Illegally induced abortion- complicated by delayed or excessive hemorrhage- unspecified,narrow,P,ELECTTERM,PrA,636.10
Elective termination,ICD9CMP,636.11,Illegally induced abortion- complicated by delayed or excessive hemorrhage- incomplete,C0156509,Illegally induced abortion- complicated by delayed or excessive hemorrhage- incomplete,narrow,P,ELECTTERM,PrA,636.11
Elective termination,ICD9CMP,636.12,Illegally induced abortion- complicated by delayed or excessive hemorrhage- complete,C0156510,Illegally induced abortion- complicated by delayed or excessive hemorrhage- complete,narrow,P,ELECTTERM,PrA,636.12
Elective termination,ICD9CMP,636.2,Illegally induced abortion complicated by damage to pelvic organs or tissue,C0269509,Illegal termination of pregnancy complicated by damage to pelvic organs and-or tissues,narrow,P,ELECTTERM,PrA,636.2
Elective termination,ICD9CMP,636.20,Illegally induced abortion- complicated by damage to pelvic organs or tissues- unspecified,C0269509,Illegal termination of pregnancy complicated by damage to pelvic organs and-or tissues,narrow,P,ELECTTERM,PrA,636.20
Elective termination,ICD9CMP,636.21,Illegally induced abortion- complicated by damage to pelvic organs or tissues- incomplete,C0156513,Illegally induced abortion- complicated by damage to pelvic organs or tissues- incomplete,narrow,P,ELECTTERM,PrA,636.21
Elective termination,ICD9CMP,636.22,Illegally induced abortion- complicated by damage to pelvic organs or tissues- complete,C0156514,Illegally induced abortion- complicated by damage to pelvic organs or tissues- complete,narrow,P,ELECTTERM,PrA,636.22
Elective termination,ICD9CMP,636.3,Illegally induced abortion complicated by renal failure,C0269524,Illegal termination of pregnancy complicated by renal failure,narrow,P,ELECTTERM,PrA,636.3
Elective termination,ICD9CMP,636.30,Illegally induced abortion- complicated by renal failure- unspecified,C0269524,Illegal termination of pregnancy complicated by renal failure,narrow,P,ELECTTERM,PrA,636.30
Elective termination,ICD9CMP,636.31,Illegally induced abortion- complicated by renal failure- incomplete,C0156517,Illegally induced abortion- complicated by renal failure- incomplete,narrow,P,ELECTTERM,PrA,636.31
Elective termination,ICD9CMP,636.32,Illegally induced abortion- complicated by renal failure- complete,C0156518,Illegally induced abortion- complicated by renal failure- complete,narrow,P,ELECTTERM,PrA,636.32
Elective termination,ICD9CMP,636.4,Illegally induced abortion complicated by metabolic disorder,C0269529,Illegal termination of pregnancy complicated by metabolic disorder,narrow,P,ELECTTERM,PrA,636.4
Elective termination,ICD9CMP,636.40,Illegally induced abortion- complicated by metabolic disorder- unspecified,C0269529,Illegal termination of pregnancy complicated by metabolic disorder,narrow,P,ELECTTERM,PrA,636.40
Elective termination,ICD9CMP,636.41,Illegally induced abortion- complicated by metabolic disorder- incomplete,C0156521,Illegally induced abortion- complicated by metabolic disorder- incomplete,narrow,P,ELECTTERM,PrA,636.41
Elective termination,ICD9CMP,636.42,Illegally induced abortion- complicated by metabolic disorder- complete,C0156522,Illegally induced abortion- complicated by metabolic disorder- complete,narrow,P,ELECTTERM,PrA,636.42
Elective termination,ICD9CMP,636.5,Illegally induced abortion complicated by shock,C0269531,Illegal termination of pregnancy complicated by shock,narrow,P,ELECTTERM,PrA,636.5
Elective termination,ICD9CMP,636.50,Illegally induced abortion- complicated by shock- unspecified,C0269531,Illegal termination of pregnancy complicated by shock,narrow,P,ELECTTERM,PrA,636.50
Elective termination,ICD9CMP,636.51,Illegally induced abortion- complicated by shock- incomplete,C0156525,Illegally induced abortion- complicated by shock- incomplete,narrow,P,ELECTTERM,PrA,636.51
Elective termination,ICD9CMP,636.52,Illegally induced abortion- complicated by shock- complete,"","",narrow,P,ELECTTERM,PrA,636.52
Elective termination,ICD9CMP,636.6,Illegally induced abortion complicated by embolism,C0269534,Illegal termination of pregnancy complicated by embolism,narrow,P,ELECTTERM,PrA,636.6
Elective termination,ICD9CMP,636.60,Illegally induced abortion- complicated by embolism- unspecified,C0269534,Illegal termination of pregnancy complicated by embolism,narrow,P,ELECTTERM,PrA,636.60
Elective termination,ICD9CMP,636.61,Illegally induced abortion- complicated by embolism- incomplete,C0156529,Illegally induced abortion- complicated by embolism- incomplete,narrow,P,ELECTTERM,PrA,636.61
Elective termination,ICD9CMP,636.62,Illegally induced abortion- complicated by embolism- complete,C0156530,Illegally induced abortion- complicated by embolism- complete,narrow,P,ELECTTERM,PrA,636.62
Elective termination,ICD9CMP,636.7,Illegally induced abortion with other specified complications,C0156532,Illegally induced abortion- with other specified complications- unspecified,narrow,P,ELECTTERM,PrA,636.7
Elective termination,ICD9CMP,636.70,Illegally induced abortion- with other specified complications- unspecified,C0156532,Illegally induced abortion- with other specified complications- unspecified,narrow,P,ELECTTERM,PrA,636.70
Elective termination,ICD9CMP,636.71,Illegally induced abortion- with other specified complications- incomplete,C0156533,Illegally induced abortion- with other specified complications- incomplete,narrow,P,ELECTTERM,PrA,636.71
Elective termination,ICD9CMP,636.72,Illegally induced abortion- with other specified complications- complete,C0156534,Illegally induced abortion- with other specified complications- complete,narrow,P,ELECTTERM,PrA,636.72
Elective termination,ICD9CMP,636.8,Illegally induced abortion with unspecified complication,C0269496,Illegal termination of pregnancy with complication,narrow,P,ELECTTERM,PrA,636.8
Elective termination,ICD9CMP,636.80,Illegally induced abortion- with unspecified complication- unspecified,C0269496,Illegal termination of pregnancy with complication,narrow,P,ELECTTERM,PrA,636.80
Elective termination,ICD9CMP,636.81,Illegally induced abortion- with unspecified complication- incomplete,C0156537,Illegally induced abortion- with unspecified complication- incomplete,narrow,P,ELECTTERM,PrA,636.81
Elective termination,ICD9CMP,636.82,Illegally induced abortion- with unspecified complication- complete,C0156538,Illegally induced abortion- with unspecified complication- complete,narrow,P,ELECTTERM,PrA,636.82
Elective termination,ICD9CMP,636.9,Illegally induced abortion without mention of complication,C0260335,Illegal termination of pregnancy without complication,narrow,P,ELECTTERM,PrA,636.9
Elective termination,ICD9CMP,636.90,Illegally induced abortion- without mention of complication- unspecified,C0260335,Illegal termination of pregnancy without complication,narrow,P,ELECTTERM,PrA,636.90
Elective termination,ICD9CMP,636.91,Illegally induced abortion- without mention of complication- incomplete,C0156541,Illegally induced abortion- without mention of complication- incomplete,narrow,P,ELECTTERM,PrA,636.91
Elective termination,ICD9CMP,636.92,Illegally induced abortion- without mention of complication- complete,C0156542,Illegally induced abortion- without mention of complication- complete,narrow,P,ELECTTERM,PrA,636.92
Elective termination,ICD9CMP,637,Unspecified abortion,C0156543,Unspecified Abortion,possible,P,ELECTTERM,PrA,637
Elective termination,ICD9CMP,637.0,Unspecified abortion complicated by genital tract and pelvic infection,C0156545,Unspecified abortion- complicated by genital tract and pelvic infection- unspecified,possible,P,ELECTTERM,PrA,637.0
Elective termination,ICD9CMP,637.00,Unspecified abortion- complicated by genital tract and pelvic infection- unspecified,C0156545,Unspecified abortion- complicated by genital tract and pelvic infection- unspecified,possible,P,ELECTTERM,PrA,637.00
Elective termination,ICD9CMP,637.01,Unspecified abortion- complicated by genital tract and pelvic infection- incomplete,C0156546,Unspecified abortion- incomplete- complicated by genital tract and pelvic infection,possible,P,ELECTTERM,PrA,637.01
Elective termination,ICD9CMP,637.02,Unspecified abortion- complicated by genital tract and pelvic infection- complete,"","",possible,P,ELECTTERM,PrA,637.02
Elective termination,ICD9CMP,637.1,Unspecified abortion complicated by delayed or excessive hemorrhage,"","",possible,P,ELECTTERM,PrA,637.1
Elective termination,ICD9CMP,637.10,Unspecified abortion- complicated by delayed or excessive hemorrhage- unspecified,"","",possible,P,ELECTTERM,PrA,637.10
Elective termination,ICD9CMP,637.11,Unspecified abortion- complicated by delayed or excessive hemorrhage- incomplete,"","",possible,P,ELECTTERM,PrA,637.11
Elective termination,ICD9CMP,637.12,Unspecified abortion- complicated by delayed or excessive hemorrhage- complete,"","",possible,P,ELECTTERM,PrA,637.12
Elective termination,ICD9CMP,637.2,Unspecified abortion complicated by damage to pelvic organs or tissues,"","",possible,P,ELECTTERM,PrA,637.2
Elective termination,ICD9CMP,637.20,Unspecified abortion- complicated by damage to pelvic organs or tissues- unspecified,"","",possible,P,ELECTTERM,PrA,637.20
Elective termination,ICD9CMP,637.21,Unspecified abortion- complicated by damage to pelvic organs or tissues- incomplete,"","",possible,P,ELECTTERM,PrA,637.21
Elective termination,ICD9CMP,637.22,Unspecified abortion- complicated by damage to pelvic organs or tissues- complete,"","",possible,P,ELECTTERM,PrA,637.22
Elective termination,ICD9CMP,637.3,Unspecified abortion complicated by renal failure,"","",possible,P,ELECTTERM,PrA,637.3
