event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_issue_dot,code
Ongoing Pregnancy,MTHICD9,Congenital cardiovascular disorders of mother- complicating pregnancy- childbirth- or the puerperium- unspecified as to episode of care,C0156861,Congenital cardiovascular disorders of mother- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy2,PrA,648.50,648.50
Ongoing Pregnancy,MTHICD9,Congenital debility NOS,C0270077,Congenital debility of fetus,narrow,P,OngoingPregnancy1,PrA,779.9,779.9
Ongoing Pregnancy,MTHICD9,Decreased fetal movements affecting management of mother,C0490008,Decreased fetal movements- affecting management of mother,narrow,P,OngoingPregnancy4,PrA,655.7,655.7
Ongoing Pregnancy,MTHICD9,Decreased fetal movements affecting management of mother- antepartum condition or complication,C0695216,Decreased fetal movements- affecting management of mother- antepartum condition or complication,narrow,P,OngoingPregnancy4,PrA,655.73,655.73
Ongoing Pregnancy,MTHICD9,Deep phlebothrombosis- antepartum,C0342044,Antepartum deep vein thrombosis,narrow,P,OngoingPregnancy5,PrA,671.33,671.33
Ongoing Pregnancy,MTHICD9,Deep phlebothrombosis- antepartum- unspecified as to episode of care,C0342044,Antepartum deep vein thrombosis,narrow,P,OngoingPregnancy5,PrA,671.30,671.30
Ongoing Pregnancy,MTHICD9,Deep transverse arrest and persistent occipitoposterior position- antepartum,C0157214,Deep transverse arrest and persistent occipitoposterior position- antepartum condition or complication,narrow,P,OngoingPregnancy5,PrA,660.33,660.33
Ongoing Pregnancy,MTHICD9,Deep-vein thrombosis- antepartum,C0342044,Antepartum deep vein thrombosis,narrow,P,OngoingPregnancy5,PrA,671.3,671.3
Ongoing Pregnancy,MTHICD9,Diabetes mellitus- antepartum,C0032969,Pregnancy in Diabetics,narrow,P,OngoingPregnancy2,PrA,648.03,648.03
Ongoing Pregnancy,MTHICD9,Disproportion of other origin- antepartum,C0156999,Disproportion of other origin- antepartum condition or complication,narrow,P,OngoingPregnancy3,PrA,653.83,653.83
Ongoing Pregnancy,MTHICD9,Disproportion of other origin- unspecified as to episode of care,C0156997,Disproportion of other origin- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy3,PrA,653.80,653.80
Ongoing Pregnancy,MTHICD9,Drug dependence- antepartum,C0156852,Pregnancy and drug dependence,narrow,P,OngoingPregnancy2,PrA,648.33,648.33
Ongoing Pregnancy,MTHICD9,Eclampsia complicating pregnancy- childbirth or the puerperium- unspecified as to episode of care,C0156674,Eclampsia- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,642.60,642.60
Ongoing Pregnancy,MTHICD9,Edema or excessive weight gain in pregnancy- unspecified as to episode of care,C0156729,Edema or excessive weight gain in pregnancy- without mention of hypertension- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy2,PrA,646.10,646.10
Ongoing Pregnancy,MTHICD9,Edema or excessive weight gain- antepartum,C0815336,Edema or excessive weight gain in pregnancy- without mention of hypertension- antepartum condition or complication,narrow,P,OngoingPregnancy2,PrA,646.13,646.13
Ongoing Pregnancy,MTHICD9,Elderly multigravida,C0695244,Encounter due to elderly multigravida,narrow,P,OngoingPregnancy7,PrA,V23.82,V23.82
Ongoing Pregnancy,MTHICD9,Elderly primigravida,C0740177,Encounter due to elderly primigravida,narrow,P,OngoingPregnancy7,PrA,V23.81,V23.81
Ongoing Pregnancy,MTHICD9,Encounter for routine fetal ultrasound NOS,C2349863,Encounter for routine fetal ultrasound NOS,narrow,P,OngoingPregnancy7,PrA,V28.3,V28.3
Ongoing Pregnancy,MTHICD9,Excessive fetal growth affecting management of mother- antepartum,C0157126,Excessive fetal growth- affecting management of mother- antepartum condition or complication,narrow,P,OngoingPregnancy4,PrA,656.63,656.63
Ongoing Pregnancy,MTHICD9,Excessive vomiting starting after 22 completed weeks of gestation,C0156699,Late vomiting of pregnancy,narrow,P,OngoingPregnancy1,PrA,643.2,643.2
Ongoing Pregnancy,MTHICD9,Face or brow presentation- antepartum,C0156943,Face or brow presentation- antepartum condition or complication,narrow,P,OngoingPregnancy3,PrA,652.43,652.43
Ongoing Pregnancy,MTHICD9,Fetal complications from amniocentesis,C2349614,Fetal complications from amniocentesis,narrow,P,OngoingPregnancy5,PrA,679.1,679.1
Ongoing Pregnancy,MTHICD9,Fetal distress affecting management of mother- antepartum,C0157114,Foetal distress- affecting management of mother- antepartum,narrow,P,OngoingPregnancy4,PrA,656.33,656.33
Ongoing Pregnancy,MTHICD9,Fetal metabolic acidemia affecting management of mother,C0866385,Fetal metabolic acidemia affecting management of mother,narrow,P,OngoingPregnancy4,PrA,656.3,656.3
Ongoing Pregnancy,MTHICD9,Fetal tachycardia,C0410918,Fetal tachycardia,narrow,P,OngoingPregnancy5,PrA,659.7,659.7
Ongoing Pregnancy,MTHICD9,Fetal-maternal hemorrhage- unspecified as to episode of care in pregnancy,C0015959,Fetomaternal Transfusion,narrow,P,OngoingPregnancy4,PrA,656.00,656.00
Ongoing Pregnancy,MTHICD9,Fetopelvic disproportion- antepartum,C1142292,Foetopelvic disproportion- antepartum,narrow,P,OngoingPregnancy1,PrA,653.43,653.43
Ongoing Pregnancy,MTHICD9,Fetopelvic disproportion- unspecified as to episode of care,C1142293,Foetopelvic disproportion- unspecified as to episode of care,narrow,P,OngoingPregnancy3,PrA,653.40,653.40
Ongoing Pregnancy,MTHICD9,Fibrosis of perineum complicating pregnancy- childbirth- or the puerperium,C0269759,Fibrosis of perineum affecting pregnancy,narrow,P,OngoingPregnancy4,PrA,654.8,654.8
Ongoing Pregnancy,MTHICD9,First pregnancy in a woman who will be 35 years of age or older at expected date of delivery,C0157187,Elderly primigravida,narrow,P,OngoingPregnancy5,PrA,659.5,659.5
Ongoing Pregnancy,MTHICD9,Generally contracted pelvis- antepartum,C0156972,Generally contracted pelvis- antepartum,narrow,P,OngoingPregnancy3,PrA,653.13,653.13
Ongoing Pregnancy,MTHICD9,Gestational edema,C0341960,Gestational edema,narrow,P,OngoingPregnancy7,PrA,646.1,646.1
Ongoing Pregnancy,MTHICD9,Gonorrhea- antepartum,C0747817,Gonorrhea- antepartum,narrow,P,OngoingPregnancy2,PrA,647.13,647.13
Ongoing Pregnancy,MTHICD9,Grand multiparity with current pregnancy,C0157183,Grand multiparity- with current pregnancy,narrow,P,OngoingPregnancy5,PrA,659.4,659.4
Ongoing Pregnancy,MTHICD9,Grand multiparity with current pregnancy- antepartum,C0157186,Grand multiparity- antepartum condition or complication,narrow,P,OngoingPregnancy5,PrA,659.43,659.43
Ongoing Pregnancy,MTHICD9,Grand multiparity with current pregnancy- unspecified as to episode of care,C0157184,Grand multiparity- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy5,PrA,659.40,659.40
Ongoing Pregnancy,MTHICD9,Hemorrhage of pregnancy NOS,C0269596,Hemorrhagic complication of pregnancy,narrow,P,OngoingPregnancy7,PrA,641.9,641.9
Ongoing Pregnancy,MTHICD9,Herpes gestationis,C0019343,Pemphigoid Gestationis,narrow,P,OngoingPregnancy7,PrA,646.8,646.8
Ongoing Pregnancy,MTHICD9,Hydramnios,C0020224,Polyhydramnios,narrow,P,OngoingPregnancy5,PrA,657,657
Ongoing Pregnancy,MTHICD9,Hydramnios,C0020224,Polyhydramnios,narrow,P,OngoingPregnancy7,PrA,657,657
Ongoing Pregnancy,MTHICD9,Hydrocephalic fetus causing disproportion- antepartum,C0156991,Hydrocephalic foetus causing disproportion- antepartum,narrow,P,OngoingPregnancy3,PrA,653.63,653.63
Ongoing Pregnancy,MTHICD9,Hydrocephalic fetus causing disproportion- unspecified as to episode of care,C0156989,Hydrocephalic foetus causing disproportion- unspecified as to episode of care,narrow,P,OngoingPregnancy3,PrA,653.60,653.60
Ongoing Pregnancy,MTHICD9,Hyperemesis gravidarum with metabolic disturbance- antepartum,C0156698,Hyperemesis gravidarum with metabolic disturbance- antepartum,narrow,P,OngoingPregnancy1,PrA,643.13,643.13
Ongoing Pregnancy,MTHICD9,Hyperemesis gravidarum with metabolic disturbance- unspecified as to episode of care,C0156696,Hyperemesis gravidarum with metabolic disturbance- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,643.10,643.10
Ongoing Pregnancy,MTHICD9,Hypertension secondary to renal disease- antepartum,C0156651,Hypertension secondary to renal disease- antepartum,narrow,P,OngoingPregnancy1,PrA,642.13,642.13
Ongoing Pregnancy,MTHICD9,Infection of amniotic cavity- antepartum,C0157158,Infection of amniotic cavity- antepartum,narrow,P,OngoingPregnancy5,PrA,658.43,658.43
Ongoing Pregnancy,MTHICD9,Infection of amniotic cavity- unspecified as to episode of care,C0002631,Infection of amniotic cavity,narrow,P,OngoingPregnancy5,PrA,658.40,658.40
Ongoing Pregnancy,MTHICD9,Infections of genitourinary tract antepartum,C0156756,Genitourinary tract infection in pregnancy,narrow,P,OngoingPregnancy7,PrA,646.63,646.63
Ongoing Pregnancy,MTHICD9,Infections of genitourinary tract in pregnancy- unspecified as to episode of care,C0156756,Genitourinary tract infection in pregnancy,narrow,P,OngoingPregnancy7,PrA,646.60,646.60
Ongoing Pregnancy,MTHICD9,Isoimmunization from other and unspecified blood-group incompatibility affecting management of mother- antepartum,C0157111,Isoimmunization from other and unspecified blood-group incompatibility- antepartum condition or complication,narrow,P,OngoingPregnancy4,PrA,656.23,656.23
Ongoing Pregnancy,MTHICD9,Large-for-dates affecting management of mother,C0157123,Excessive fetal growth affecting management of mother,narrow,P,OngoingPregnancy4,PrA,656.6,656.6
Ongoing Pregnancy,MTHICD9,Late vomiting of pregnancy- unspecified as to episode of care,C0156700,Late vomiting of pregnancy- unspecified as to episode of care,narrow,P,OngoingPregnancy1,PrA,643.20,643.20
Ongoing Pregnancy,MTHICD9,Light-for-dates affecting management of mother,C0157119,Poor fetal growth affecting management,narrow,P,OngoingPregnancy4,PrA,656.5,656.5
Ongoing Pregnancy,MTHICD9,Liver disorders antepartum,C0156762,Liver disorder in pregnancy,narrow,P,OngoingPregnancy7,PrA,646.73,646.73
Ongoing Pregnancy,MTHICD9,Liver disorders in pregnancy- unspecified as to episode of care,C0156762,Liver disorder in pregnancy,narrow,P,OngoingPregnancy7,PrA,646.70,646.70
Ongoing Pregnancy,MTHICD9,Locked twins- antepartum,C0157222,Locked twins- antepartum,narrow,P,OngoingPregnancy5,PrA,660.53,660.53
Ongoing Pregnancy,MTHICD9,Low implantation of placenta without hemorrhage,C0156617,Placenta previa without hemorrhage,narrow,P,OngoingPregnancy1,PrA,641.0,641.0
Ongoing Pregnancy,MTHICD9,Major abnormality of bony pelvis- not further specified- in pregnancy- labor and delivery,C0269713,Major abnormality of bony pelvis,narrow,P,OngoingPregnancy3,PrA,653.0,653.0
Ongoing Pregnancy,MTHICD9,Major abnormality of bony pelvis- not further specified- unspecified as to episode of care,C0156966,Major abnormality of bony pelvis- not further specified- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy3,PrA,653.00,653.00
Ongoing Pregnancy,MTHICD9,Malaria- antepartum,C0747820,Malaria- antepartum,narrow,P,OngoingPregnancy2,PrA,647.43,647.43
Ongoing Pregnancy,MTHICD9,Maternal hypotension syndrome complicating labor and delivery- unspecified as to episode of care,C0157456,Maternal hypotension syndrome- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy5,PrA,669.20,669.20
Ongoing Pregnancy,MTHICD9,Meconium peritonitis,C0270250,Meconium peritonitis,possible,P,OngoingPregnancy1,PrA,777.6,777.6
Ongoing Pregnancy,MTHICD9,Mental disorders of mother- antepartum,C0156858,Mental disorders of mother- antepartum,narrow,P,OngoingPregnancy2,PrA,648.43,648.43
Ongoing Pregnancy,MTHICD9,Mental disorders of mother- complicating pregnancy- childbirth- or the puerperium- unspecified as to episode of care,C0156855,Mental disorders of mother- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy2,PrA,648.40,648.40
Ongoing Pregnancy,MTHICD9,Mild hyperemesis gravidarum- antepartum,C0156694,Mild hyperemesis gravidarum- antepartum condition or complication,narrow,P,OngoingPregnancy1,PrA,643.03,643.03
Ongoing Pregnancy,MTHICD9,Mild hyperemesis gravidarum- unspecified as to episode of care,C0156692,Mild hyperemesis gravidarum- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,643.00,643.00
Ongoing Pregnancy,MTHICD9,Mild or unspecified pre-eclampsia- antepartum,C0156667,Mild or unspecified pre-eclampsia- antepartum condition or complication,narrow,P,OngoingPregnancy1,PrA,642.43,642.43
Ongoing Pregnancy,MTHICD9,Mild or unspecified pre-eclampsia- unspecified as to episode of care,C0156664,Mild or unspecified pre-eclampsia- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,642.40,642.40
Ongoing Pregnancy,MTHICD9,Mild pre-eclampsia,C0269658,Mild pre-eclampsia,narrow,P,OngoingPregnancy1,PrA,642.4,642.4
Ongoing Pregnancy,MTHICD9,Multiple gestation with malpresentation of one fetus or more- antepartum,C0156951,Multiple gestation with malpresentation of one fetus or more- antepartum condtion or complication,narrow,P,OngoingPregnancy3,PrA,652.63,652.63
Ongoing Pregnancy,MTHICD9,Multiple gestation with malpresentation of one fetus or more- unspecified as to episode of care,C0156949,Multiple gestation with malpresentation of one fetus or more- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy3,PrA,652.60,652.60
Ongoing Pregnancy,MTHICD9,Necrosis of liver of pregnancy,C0269676,Necrosis of liver of pregnancy,narrow,P,OngoingPregnancy7,PrA,646.7,646.7
Ongoing Pregnancy,MTHICD9,Nonpurulent mastitis- antepartum,C1112795,Non-purulent mastitis- antepartum,narrow,P,OngoingPregnancy5,PrA,675.23,675.23
Ongoing Pregnancy,MTHICD9,Obstetrical blood-clot embolism- antepartum,C0157556,Obstetrical blood-clot embolism- antepartum,narrow,P,OngoingPregnancy1,PrA,673.23,673.23
Ongoing Pregnancy,MTHICD9,Obstetrical pulmonary fat embolism,C0269960,Obstetrical pulmonary fat embolism,narrow,P,OngoingPregnancy5,PrA,673.8,673.8
Ongoing Pregnancy,MTHICD9,Obstetrical pulmonary fat embolism,C0269960,Obstetrical pulmonary fat embolism,narrow,P,OngoingPregnancy7,PrA,673.8,673.8
Ongoing Pregnancy,MTHICD9,Oligohydramnios- antepartum,C0157143,Oligohydramnios- antepartum,narrow,P,OngoingPregnancy5,PrA,658.03,658.03
Ongoing Pregnancy,MTHICD9,Oligohydramnios- unspecified as to episode of care,C0157141,Oligohydramnios- unspecified as to episode of care,narrow,P,OngoingPregnancy5,PrA,658.00,658.00
Ongoing Pregnancy,MTHICD9,Other abnormalities in shape or position of gravid uterus and of neighboring structures- antepartum,C0157031,Other abnormalities in shape or position of gravid uterus and of neighboring structures- antepartum condition or complication,narrow,P,OngoingPregnancy3,PrA,654.43,654.43
Ongoing Pregnancy,MTHICD9,Other abnormalities in shape or position of gravid uterus and of neighboring structures- unspecified as to episode of care,C0157028,Other abnormalities in shape or position of gravid uterus and of neighboring structures- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy3,PrA,654.40,654.40
Ongoing Pregnancy,MTHICD9,Other antepartum hemorrhage- antepartum,C0156635,Other antepartum hemorrhage,narrow,P,OngoingPregnancy7,PrA,641.83,641.83
Ongoing Pregnancy,MTHICD9,Other antepartum hemorrhage- unspecified as to episode of care,C0156633,Other antepartum hemorrhage- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,641.80,641.80
Ongoing Pregnancy,MTHICD9,Other cardiovascular diseases of mother complicating pregnancy- childbirth- or the puerperium- unspecified as to episode of care,C0156867,Other cardiovascular diseases of mother- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy2,PrA,648.60,648.60
Ongoing Pregnancy,MTHICD9,Other cardiovascular diseases of mother- antepartum,C0156870,Other cardiovascular diseases of mother- antepartum condition or complication,narrow,P,OngoingPregnancy2,PrA,648.63,648.63
Ongoing Pregnancy,MTHICD9,Other complications of obstetrical surgery and procedures- unspecified as to episode of care,C0157466,Other complications of obstetrical surgery and procedures- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy5,PrA,669.40,669.40
Ongoing Pregnancy,MTHICD9,Other current conditions classifiable elsewhere of mother- antepartum,C0156888,Other current conditions classifiable elsewhere of mother- antepartum condition or complication,narrow,P,OngoingPregnancy2,PrA,648.93,648.93
Ongoing Pregnancy,MTHICD9,Other fetal abnormality causing disproportion- antepartum,C0156995,Other fetal abnormality causing disproportion- antepartum condition or complication,narrow,P,OngoingPregnancy3,PrA,653.73,653.73
Ongoing Pregnancy,MTHICD9,Other fetal abnormality causing disproportion- unspecified as to episode of care,C0156993,Other fetal abnormality causing disproportion- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy3,PrA,653.70,653.70
Ongoing Pregnancy,MTHICD9,Other high-risk pregnancy,C0260559,Encounter for supervision of other high-risk pregnancies,narrow,P,OngoingPregnancy7,PrA,V23.89,V23.89
Ongoing Pregnancy,MTHICD9,Other known or suspected fetal abnormality not elsewhere classified- affecting management of mother- antepartum condition or complication,C0869490,Other known or suspected fetal abnormality not elsewhere classified- affecting management of mother- antepartum condition or complication,narrow,P,OngoingPregnancy4,PrA,655.83,655.83
Ongoing Pregnancy,MTHICD9,Other obstetrical pulmonary embolism- unspecified as to episode of care,C0157565,Other obstetrical pulmonary embolism- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,673.80,673.80
Ongoing Pregnancy,MTHICD9,Other obstetrical pulmonary embolism- unspecified as to episode of care,C0157565,Other obstetrical pulmonary embolism- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy5,PrA,673.80,673.80
Ongoing Pregnancy,MTHICD9,Other placental conditions affecting management of mother- antepartum,C0157129,Other placental conditions- affecting management of mother- antepartum condition or complication,narrow,P,OngoingPregnancy4,PrA,656.73,656.73
Ongoing Pregnancy,MTHICD9,Other problems associated with amniotic cavity and membranes- unspecified as to episode of care,C0157159,Other problems associated with amniotic cavity and membranes- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy5,PrA,658.80,658.80
Ongoing Pregnancy,MTHICD9,Other specified fetal and placental problems affecting management of mother- antepartum,C0157133,Other specified fetal and placental problems- affecting management of mother- antepartum condition or complication,narrow,P,OngoingPregnancy4,PrA,656.83,656.83
Ongoing Pregnancy,MTHICD9,Other specified hemorrhage in early pregnancy- antepartum,C0269607,Other specified hemorrhage in early pregnancy- antepartum condition or complication,narrow,P,OngoingPregnancy1,PrA,640.83,640.83
Ongoing Pregnancy,MTHICD9,Other specified hemorrhage in early pregnancy- unspecified as to episode of care,C0156609,Other specified hemorrhage in early pregnancy- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,640.80,640.80
Ongoing Pregnancy,MTHICD9,Other specified infectious and parasitic diseases of mother- antepartum,C0156821,Other specified infectious and parasitic diseases of mother- antepartum condition or complication,narrow,P,OngoingPregnancy2,PrA,647.83,647.83
Ongoing Pregnancy,MTHICD9,Other specified infectious and parasitic diseases of mother- complicating pregnancy- childbirth- or the puerperium- unspecified as to episode of care,C0156818,Other specified infectious and parasitic diseases of mother- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy2,PrA,647.80,647.80
Ongoing Pregnancy,MTHICD9,Other specified malposition or malpresentation- antepartum,C0156959,Other specified malposition or malpresentation- antepartum condition or complication,narrow,P,OngoingPregnancy3,PrA,652.83,652.83
Ongoing Pregnancy,MTHICD9,Other specified malposition or malpresentation- unspecified as to episode of care,C0156957,Other specified malposition or malpresentation- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy3,PrA,652.80,652.80
Ongoing Pregnancy,MTHICD9,Other specified obstetrical trauma- antepartum,C0157383,Other specified obstetrical trauma- antepartum condition or complication,narrow,P,OngoingPregnancy5,PrA,665.83,665.83
Ongoing Pregnancy,MTHICD9,Other venous complications of pregnancy and the puerperium- unspecified as to episode of care,C0157525,Other venous complications of pregnancy and the puerperium- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy5,PrA,671.80,671.80
Ongoing Pregnancy,MTHICD9,Other venous complications- antepartum,C0477814,Other venous complications in pregnancy,narrow,P,OngoingPregnancy5,PrA,671.83,671.83
Ongoing Pregnancy,MTHICD9,Other viral diseases of mother- complicating pregnancy- childbirth- or the puerperium- unspecified as to episode of care,C0156812,Other viral diseases in the mother- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy2,PrA,647.60,647.60
Ongoing Pregnancy,MTHICD9,Other viral diseases- antepartum,C0156815,Other viral diseases in the mother- antepartum condition or complication,narrow,P,OngoingPregnancy2,PrA,647.63,647.63
Ongoing Pregnancy,MTHICD9,Other vomiting complicating pregnancy- antepartum,C0156706,Other vomiting complicating pregnancy- antepartum condition or complication,narrow,P,OngoingPregnancy1,PrA,643.83,643.83
Ongoing Pregnancy,MTHICD9,Other vomiting complicating pregnancy- unspecified as to episode of care,C0156704,Other vomiting complicating pregnancy- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,643.80,643.80
Ongoing Pregnancy,MTHICD9,Outlet contraction of pelvis- antepartum,C0156980,Outlet contraction of pelvis- antepartum condition or complication,narrow,P,OngoingPregnancy3,PrA,653.33,653.33
Ongoing Pregnancy,MTHICD9,Outlet contraction of pelvis- unspecified as to episode of care in pregnancy,C0156978,Outlet contraction of pelvis- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy3,PrA,653.30,653.30
Ongoing Pregnancy,MTHICD9,Peripheral neuritis antepartum,C0405072,Peripheral neuritis in pregnancy,narrow,P,OngoingPregnancy2,PrA,646.43,646.43
Ongoing Pregnancy,MTHICD9,Peripheral neuritis in pregnancy- unspecified as to episode of care,C0156745,Peripheral neuritis in pregnancy- unspecified as to episode of care,narrow,P,OngoingPregnancy2,PrA,646.40,646.40
Ongoing Pregnancy,MTHICD9,Placenta previa without hemorrhage- antepartum,C0156620,Placenta praevia without haemorrhage- antepartum,narrow,P,OngoingPregnancy1,PrA,641.03,641.03
Ongoing Pregnancy,MTHICD9,Placenta previa without hemorrhage- unspecified as to episode of care,C0156618,Placenta praevia without haemorrhage- unspecified as to episode of care,narrow,P,OngoingPregnancy1,PrA,641.00,641.00
Ongoing Pregnancy,MTHICD9,Placental polyp- unspecified as to episode of care,C0157589,Placental polyp- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy5,PrA,674.40,674.40
Ongoing Pregnancy,MTHICD9,Poor fetal growth affecting management of mother- antepartum condition or complication,C0157122,Poor fetal growth- affecting management of mother- antepartum condition or complication,narrow,P,OngoingPregnancy4,PrA,656.53,656.53
Ongoing Pregnancy,MTHICD9,Pre-eclampsia NOS,C0032914,Pre-Eclampsia,narrow,P,OngoingPregnancy7,PrA,642.4,642.4
Ongoing Pregnancy,MTHICD9,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension- antepartum,C0156683,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension- antepartum condition or complication,narrow,P,OngoingPregnancy1,PrA,642.73,642.73
Ongoing Pregnancy,MTHICD9,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension- complicating pregnancy- childbirth- or the puerperium- unspecified as to episode of care,C0156680,Pre-eclampsia or eclampsia superimposed on pre-existing hypertension- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,642.70,642.70
Ongoing Pregnancy,MTHICD9,Pre-eclampsia- severe,C0341950,Severe pre-eclampsia,narrow,P,OngoingPregnancy1,PrA,642.5,642.5
Ongoing Pregnancy,MTHICD9,Pregnancy in a female less than 16 years of age at expected date of delivery,C0866395,Very young maternal age,narrow,P,OngoingPregnancy3,PrA,659.8,659.8
Ongoing Pregnancy,MTHICD9,Pregnancy with history of hydatidiform mole,C0481649,Pregnancy with history of hydatidiform mole,narrow,P,OngoingPregnancy7,PrA,V23.1,V23.1
Ongoing Pregnancy,MTHICD9,Pregnant state NOS,C0868560,Encounter due to pregnant state,narrow,P,OngoingPregnancy7,PrA,V22.2,V22.2
Ongoing Pregnancy,MTHICD9,Premature labor after 22 weeks- but before 37 completed weeks of gestation without delivery,C0473390,Threatened premature labor,narrow,P,OngoingPregnancy1,PrA,644.0,644.0
Ongoing Pregnancy,MTHICD9,Premature separation of placenta- antepartum,C0156627,Premature separation of placenta- antepartum,narrow,P,OngoingPregnancy1,PrA,641.23,641.23
Ongoing Pregnancy,MTHICD9,Premature separation of placenta- unspecified as to episode of care,C0000832,Abruptio Placentae,narrow,P,OngoingPregnancy1,PrA,641.20,641.20
Ongoing Pregnancy,MTHICD9,Premature separation of placenta- unspecified as to episode of care,C0000832,Abruptio Placentae,narrow,P,OngoingPregnancy7,PrA,641.20,641.20
Ongoing Pregnancy,MTHICD9,Previous surgery to vagina complicating pregnancy- childbirth- or the puerperium,C0269752,Previous surgery to vagina affecting pregnancy,narrow,P,OngoingPregnancy4,PrA,654.7,654.7
Ongoing Pregnancy,MTHICD9,Retroverted and incarcerated gravid uterus- antepartum,C0157025,Retroverted and incarcerated gravid uterus- antepartum,narrow,P,OngoingPregnancy3,PrA,654.33,654.33
Ongoing Pregnancy,MTHICD9,Retroverted and incarcerated gravid uterus- unspecified as to episode of care,C0157022,Retroverted and incarcerated gravid uterus- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy3,PrA,654.30,654.30
Ongoing Pregnancy,MTHICD9,Rh antibodies affecting management of mother,C0035404,Rh Isoimmunization,narrow,P,OngoingPregnancy4,PrA,656.1,656.1
Ongoing Pregnancy,MTHICD9,Rh antibodies affecting management of mother,C0035404,Rh Isoimmunization,narrow,P,OngoingPregnancy7,PrA,656.1,656.1
Ongoing Pregnancy,MTHICD9,Rhesus isoimmunization affecting management of mother- antepartum condition,C0157107,Rhesus isoimmunisation- affecting management of mother- antepartum condition,narrow,P,OngoingPregnancy4,PrA,656.13,656.13
Ongoing Pregnancy,MTHICD9,Rubella- antepartum,C0156809,Rubella in pregnancy,narrow,P,OngoingPregnancy2,PrA,647.53,647.53
Ongoing Pregnancy,MTHICD9,Screening for chromosomal anomalies by amniocentesis,C1962919,Encounter for screening for chromosomal anomalies by amniocentesis in ICD9CM,narrow,P,OngoingPregnancy7,PrA,V28.0,V28.0
Ongoing Pregnancy,MTHICD9,Screening for raised alpha-fetoprotein levels in amniotic fluid,C0496648,Antenatal screening for raised alphafetoprotein level,narrow,P,OngoingPregnancy7,PrA,V28.1,V28.1
Ongoing Pregnancy,MTHICD9,Second or more pregnancy in a woman who will be 35 years of age or older at expected date of delivery,C0866392,Second or more pregnancy in a woman who will be 35 years of age or older at expected date of delivery,narrow,P,OngoingPregnancy5,PrA,659.6,659.6
Ongoing Pregnancy,MTHICD9,Severe pre-eclampsia- antepartum,C0156672,Severe pre-eclampsia- antepartum condition or complication,narrow,P,OngoingPregnancy1,PrA,642.53,642.53
Ongoing Pregnancy,MTHICD9,Severe pre-eclampsia- unspecified as to episode of care,C0156669,Severe pre-eclampsia- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,642.50,642.50
Ongoing Pregnancy,MTHICD9,Shoulder dystocia- antepartum,C0157218,Shoulder (girdle) dystocia- antepartum,narrow,P,OngoingPregnancy5,PrA,660.43,660.43
Ongoing Pregnancy,MTHICD9,Stenosis or stricture of cervix complicating pregnancy- childbirth- or the puerperium,C0269749,Stenosis AND-OR stricture of cervix affecting pregnancy,narrow,P,OngoingPregnancy4,PrA,654.6,654.6
Ongoing Pregnancy,MTHICD9,Superficial thrombophlebitis- antepartum,C0342054,Superficial thrombophlebitis in pregnancy,narrow,P,OngoingPregnancy5,PrA,671.23,671.23
Ongoing Pregnancy,MTHICD9,Supervision of pregnancy with history of little or no prenatal care,C0868562,Supervision of pregnancy with history of little or no prenatal care,narrow,P,OngoingPregnancy7,PrA,V23.7,V23.7
