code,code_name,event_abbreviation,event_definition,coding_system,code_issue_dot,concept,concept_name,tags,system,type
L21..,Multiple pregnancy,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L21..,C0032989,Multiple Pregnancy,narrow,P,PrA
L21..,Multiple pregnancy,OngoingPregnancy7,Ongoing Pregnancy,RCD2,L21..,C0032989,Multiple Pregnancy,narrow,P,PrA
L210.,Twin pregnancy,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L210.,C0152150,Pregnancy- Twin,narrow,P,PrA
L210.,Twin pregnancy,OngoingPregnancy7,Ongoing Pregnancy,RCD2,L210.,C0152150,Pregnancy- Twin,narrow,P,PrA
L2100,Twin pregnancy unspecified,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L2100,C0152150,Pregnancy- Twin,narrow,P,PrA
L2100,Twin pregnancy unspecified,OngoingPregnancy7,Ongoing Pregnancy,RCD2,L2100,C0152150,Pregnancy- Twin,narrow,P,PrA
L210z,Twin pregnancy NOS,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L210z,C0152150,Pregnancy- Twin,narrow,P,PrA
L210z,Twin pregnancy NOS,OngoingPregnancy7,Ongoing Pregnancy,RCD2,L210z,C0152150,Pregnancy- Twin,narrow,P,PrA
L211.,Triplet pregnancy,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L211.,C0152151,Pregnancy- Triplet,narrow,P,PrA
L2110,Triplet pregnancy unspecified,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L2110,C0152151,Pregnancy- Triplet,narrow,P,PrA
L211z,Triplet pregnancy NOS,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L211z,C0152151,Pregnancy- Triplet,narrow,P,PrA
L212.,Quadruplet pregnancy,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L212.,C0152152,Quadruplet pregnancy,narrow,P,PrA
L2120,Quadruplet pregnancy unspecif.,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L2120,C0152152,Quadruplet pregnancy,narrow,P,PrA
L212z,Quadruplet pregnancy NOS,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L212z,C0152152,Quadruplet pregnancy,narrow,P,PrA
L21z.,Multiple pregnancy NOS,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L21z.,C0032989,Multiple Pregnancy,narrow,P,PrA
L21z.,Multiple pregnancy NOS,OngoingPregnancy7,Ongoing Pregnancy,RCD2,L21z.,C0032989,Multiple Pregnancy,narrow,P,PrA
L21z0,Multiple pregnancy NOS unspec.,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L21z0,C0032989,Multiple Pregnancy,narrow,P,PrA
L21z0,Multiple pregnancy NOS unspec.,OngoingPregnancy7,Ongoing Pregnancy,RCD2,L21z0,C0032989,Multiple Pregnancy,narrow,P,PrA
L220.,Fetus - unstable lie,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L220.,C0426066,Unstable lie,narrow,P,PrA
L2200,Unstable lie unspecified,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L2200,C0426066,Unstable lie,narrow,P,PrA
L220z,Unstable lie NOS,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L220z,C0426066,Unstable lie,narrow,P,PrA
L2220,Breech presentation unspecif.,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L2220,C0006157,Breech Presentation,narrow,P,PrA
L222z,Breech presentation NOS,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L222z,C0006157,Breech Presentation,narrow,P,PrA
L225.,Face presentation,BirthNarrow,Birth classified as narrow,RCD2,L225.,C0233269,Face presentation of fetus,narrow,P,PrA
L225z,Face presentation NOS,BirthNarrow,Birth classified as narrow,RCD2,L225z,C0233269,Face presentation of fetus,narrow,P,PrA
L227.,High head at term,AtTerm,At term delivery,RCD2,L227.,C0426187,Failure of fetal head to enter pelvic brim,narrow,P,PrA
L227.,High head at term,BirthNarrow,Birth classified as narrow,RCD2,L227.,C0426187,Failure of fetal head to enter pelvic brim,narrow,P,PrA
L227.,High head at term,BirthPossible1,Birth classified as possible,RCD2,L227.,C0426187,Failure of fetal head to enter pelvic brim,narrow,P,PrA
L2270,High head at term unspecified,AtTerm,At term delivery,RCD2,L2270,C0426187,Failure of fetal head to enter pelvic brim,narrow,P,PrA
L2270,High head at term unspecified,BirthNarrow,Birth classified as narrow,RCD2,L2270,C0426187,Failure of fetal head to enter pelvic brim,narrow,P,PrA
L2270,High head at term unspecified,BirthPossible1,Birth classified as possible,RCD2,L2270,C0426187,Failure of fetal head to enter pelvic brim,narrow,P,PrA
L2271,High head at term - delivered,AtTerm,At term delivery,RCD2,L2271,C0156946,High head at term - delivered,narrow,P,PrA
L2271,High head at term - delivered,AtTerm,At term delivery,RCD2,L2271,C0156946,high head presentation of fetus at term with baby delivered,narrow,P,PrA
L2272,High head at term+a-n problem,AtTerm,At term delivery,RCD2,L2272,C0426188,High head at term with antenatal problem,possible,P,PrA
L227z,High head at term NOS,AtTerm,At term delivery,RCD2,L227z,C0426187,Failure of fetal head to enter pelvic brim,narrow,P,PrA
L227z,High head at term NOS,BirthNarrow,Birth classified as narrow,RCD2,L227z,C0426187,Failure of fetal head to enter pelvic brim,narrow,P,PrA
L227z,High head at term NOS,BirthPossible1,Birth classified as possible,RCD2,L227z,C0426187,Failure of fetal head to enter pelvic brim,narrow,P,PrA
L229.,Prolapsed arm presentation,BirthNarrow,Birth classified as narrow,RCD2,L229.,C0269709,Presentation of prolapsed arm of fetus,narrow,P,PrA
L22z.,Fetal malpresentation NOS,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L22z.,C0156924,Malposition and malpresentation of fetus,narrow,P,PrA
L2331,Outlet pelvic contract.-deliv.,BirthNarrow,Birth classified as narrow,RCD2,L2331,C0156979,Outlet pelvic contraction - delivered,narrow,P,PrA
L2341,Mixed feto-pelvic dispr-deliv.,BirthNarrow,Birth classified as narrow,RCD2,L2341,C0405018,Mixed feto-pelvic disproportion - delivered,narrow,P,PrA
L235.,Large fetus + disproportion,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L235.,C0156984,Unusually large foetus causing disproportion,narrow,P,PrA
L2350,Large fetus+disproport.unspec.,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L2350,C0156984,Unusually large foetus causing disproportion,narrow,P,PrA
L235z,Large fetus+disproportion NOS,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L235z,C0156984,Unusually large foetus causing disproportion,narrow,P,PrA
L236.,Hydrocephalic disproportion,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L236.,C0405012,Hydrocephalic disproportion,narrow,P,PrA
L2360,Hydroceph.disproportion unspec,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L2360,C0405012,Hydrocephalic disproportion,narrow,P,PrA
L236z,Hydrocephalic disprop. NOS,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L236z,C0405012,Hydrocephalic disproportion,narrow,P,PrA
L2370,Other abn.fetus+disprop.unsp.,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L2370,C0405011,Other fetal abnormality causing disproportion,narrow,P,PrA
L237z,Other abn.fetus+disprop.NOS,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L237z,C0405011,Other fetal abnormality causing disproportion,narrow,P,PrA
L243.,Retrov.incarcer.gravid uterus,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L243.,C0404709,Retroverted incarcerated gravid uterus,narrow,P,PrA
L2430,Retr.incar.gravid uterus unsp,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L2430,C0404709,Retroverted incarcerated gravid uterus,narrow,P,PrA
L2431,Retr.incar.grav.uterus-deliv.,BirthNarrow,Birth classified as narrow,RCD2,L2431,C0157023,Retroverted incarcerated gravid uterus - delivered,narrow,P,PrA
L243z,Retrov.incar.gravid uterus NOS,OngoingPregnancy3,Ongoing Pregnancy,RCD2,L243z,C0404709,Retroverted incarcerated gravid uterus,narrow,P,PrA
L2450,Cervical incompetence unspecif,OngoingPregnancy7,Ongoing Pregnancy,RCD2,L2450,C0007871,Uterine Cervical Incompetence,narrow,P,PrA
L245z,Cervical incompetence NOS,OngoingPregnancy7,Ongoing Pregnancy,RCD2,L245z,C0007871,Uterine Cervical Incompetence,narrow,P,PrA
L2470,Obst.+ vaginal abn. unspecif.,OngoingPregnancy4,Ongoing Pregnancy,RCD2,L2470,C0404672,Septate vagina affecting obstetric care,narrow,P,PrA
L260.,Fetal-maternal haemorrhage,BLEEDING,Pregnancy Bleeding,RCD2,L260.,C0015959,Fetomaternal Transfusion,narrow,P,PrA
L2600,Fetal-maternal h-ge unspecif.,BLEEDING,Pregnancy Bleeding,RCD2,L2600,C0015959,Fetomaternal Transfusion,narrow,P,PrA
L260z,Fetal-maternal haemorrhage NOS,BLEEDING,Pregnancy Bleeding,RCD2,L260z,C0015959,Fetomaternal Transfusion,narrow,P,PrA
L2610,Rhesus isoimmunisation unspec.,OngoingPregnancy4,Ongoing Pregnancy,RCD2,L2610,C0035404,Rh Isoimmunization,narrow,P,PrA
L2610,Rhesus isoimmunisation unspec.,OngoingPregnancy7,Ongoing Pregnancy,RCD2,L2610,C0035404,Rh Isoimmunization,narrow,P,PrA
L261z,Rhesus isoimmunisation NOS,OngoingPregnancy4,Ongoing Pregnancy,RCD2,L261z,C0035404,Rh Isoimmunization,narrow,P,PrA
L261z,Rhesus isoimmunisation NOS,OngoingPregnancy7,Ongoing Pregnancy,RCD2,L261z,C0035404,Rh Isoimmunization,narrow,P,PrA
L263.,Fetal distress-affecting care,BirthPossible1,Birth classified as possible,RCD2,L263.,C0410918,Fetal tachycardia,narrow,P,PrA
L263.,Fetal distress-affecting care,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L263.,C0410918,Fetal tachycardia,narrow,P,PrA
L264.,Intrauterine death,StillBirth,Stillbirth,RCD2,L264.,C0015927,Fetal Death,narrow,P,PrA
L2640,Intrauterine death unspecified,StillBirth,Stillbirth,RCD2,L2640,C0015927,Fetal Death,narrow,P,PrA
L2641,Intrauterine death-delivered,StillBirth,Stillbirth,RCD2,L2641,C0405331,Intrauterine death - delivered,narrow,P,PrA
L264z,Intrauterine death NOS,StillBirth,Stillbirth,RCD2,L264z,C0015927,Fetal Death,narrow,P,PrA
L270.,Polyhydramnios,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L270.,C0020224,Polyhydramnios,narrow,P,PrA
L270.,Polyhydramnios,OngoingPregnancy7,Ongoing Pregnancy,RCD2,L270.,C0020224,Polyhydramnios,narrow,P,PrA
L2700,Polyhydramnios unspecified,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L2700,C0020224,Polyhydramnios,narrow,P,PrA
L2700,Polyhydramnios unspecified,OngoingPregnancy7,Ongoing Pregnancy,RCD2,L2700,C0020224,Polyhydramnios,narrow,P,PrA
L270z,Polyhydramnios NOS,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L270z,C0020224,Polyhydramnios,narrow,P,PrA
L270z,Polyhydramnios NOS,OngoingPregnancy7,Ongoing Pregnancy,RCD2,L270z,C0020224,Polyhydramnios,narrow,P,PrA
L280.,Oligohydramnios,FGR,Fetal growth restriction,RCD,L280.,C0079924,Oligohydramnios,possible,P,PrA
L280.,Oligohydramnios,FGR,Fetal growth restriction,RCD2,L280.,C0079924,Oligohydramnios,possible,P,PrA
L280.,Oligohydramnios,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L280.,C0079924,Oligohydramnios,narrow,P,PrA
L2800,Oligohydramnios unspecified,FGR,Fetal growth restriction,RCD,L2800,"","",possible,P,PrA
L2800,Oligohydramnios unspecified,FGR,Fetal growth restriction,RCD2,L2800,C0079924,Oligohydramnios,possible,P,PrA
L2800,Oligohydramnios unspecified,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L2800,C0079924,Oligohydramnios,narrow,P,PrA
L2802,Oligohydramnios with antenatal problem,FGR,Fetal growth restriction,RCD,L2802,"","",possible,P,PrA
L280z,Oligohydramnios NOS,FGR,Fetal growth restriction,RCD,L280z,"","",possible,P,PrA
L280z,Oligohydramnios NOS,FGR,Fetal growth restriction,RCD2,L280z,C0079924,Oligohydramnios,possible,P,PrA
L280z,Oligohydramnios NOS,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L280z,C0079924,Oligohydramnios,narrow,P,PrA
L281.,Premature rupture of membranes,BirthPossible1,Birth classified as possible,RCD2,L281.,C0015944,Fetal Membranes- Premature Rupture,narrow,P,PrA
L2810,Premature membr.rupt.unspecif.,BirthPossible1,Birth classified as possible,RCD2,L2810,C0015944,Fetal Membranes- Premature Rupture,narrow,P,PrA
L2811,Premature membr.rupt.-deliver.,Preterm,Preterm delivery,RCD2,L2811,C0157146,Premature rupture of membranes - delivered,narrow,P,PrA
L2813,Prm rupt mbn-onset lab < 24h,BirthPossible1,Birth classified as possible,RCD2,L2813,C0495245,Prem rupture of membranes onset of labor within 24 hours,narrow,P,PrA
L281z,Premature membrane rupture NOS,BirthPossible1,Birth classified as possible,RCD2,L281z,C0015944,Fetal Membranes- Premature Rupture,narrow,P,PrA
L2840,Amniotic cavity infectn.unspec,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L2840,C0002631,Infection of amniotic cavity,narrow,P,PrA
L284z,Amniotic cavity infection NOS,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L284z,C0002631,Infection of amniotic cavity,narrow,P,PrA
L28y.,Other amniotic problems,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L28y.,C0269802,Amnion nodosum,narrow,P,PrA
L28z.,Amniotic problems NOS,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L28z.,C0405037,Amniotic cavity and membrane problem,narrow,P,PrA
L28z0,Amniotic problem NOS unspec.,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L28z0,C0405037,Amniotic cavity and membrane problem,narrow,P,PrA
L28zz,Amniotic problems NOS,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L28zz,C0405037,Amniotic cavity and membrane problem,narrow,P,PrA
L291.,Failed medical-unsp.induction,BirthNarrow,Birth classified as narrow,RCD2,L291.,C0269808,Failed medical induction of labor,possible,P,PrA
L2910,Failed medical induction unsp.,BirthNarrow,Birth classified as narrow,RCD2,L2910,C0405189,Failed medical or unspecified induction of labor,possible,P,PrA
L291z,Failed medical-unsp.induct.NOS,BirthNarrow,Birth classified as narrow,RCD2,L291z,C0405189,Failed medical or unspecified induction of labor,possible,P,PrA
L295.,Elderly primigravida,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L295.,C0157187,Elderly primigravida,narrow,P,PrA
L2950,Elderly primigravida unspecif.,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L2950,C0157187,Elderly primigravida,narrow,P,PrA
L295z,Elderly primigravida NOS,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L295z,C0157187,Elderly primigravida,narrow,P,PrA
L2z..,Risk factors in pregnancy NOS,OngoingPregnancy7,Ongoing Pregnancy,RCD2,L2z..,C0404588,Finding related to risk factor in pregnancy,narrow,P,PrA
L3...,Labour-delivery complications,BirthNarrow,Birth classified as narrow,RCD2,L3...,C0269815,Complication of labor and delivery- unspecified,narrow,P,PrA
L3004,Obstruct labour-face presentn,BirthNarrow,Birth classified as narrow,RCD2,L3004,C0475557,Obstructed labor due to face presentation,narrow,P,PrA
L305.,Shoulder dystocia,BirthPossible2,Birth classified as possible,RCD2,L305.,C0269825,Shoulder Dystocia,narrow,P,PrA
L3050,Shoulder dystocia unspecified,BirthPossible2,Birth classified as possible,RCD2,L3050,C0269825,Shoulder Dystocia,narrow,P,PrA
L305z,Shoulder dystocia NOS,BirthPossible2,Birth classified as possible,RCD2,L305z,C0269825,Shoulder Dystocia,narrow,P,PrA
L306.,Locked twins,BirthPossible2,Birth classified as possible,RCD2,L306.,C0405185,Interlocked twins,narrow,P,PrA
L3060,Locked twins unspecified,BirthPossible2,Birth classified as possible,RCD2,L3060,C0405185,Interlocked twins,narrow,P,PrA
L306z,Locked twins NOS,BirthPossible2,Birth classified as possible,RCD2,L306z,C0405185,Interlocked twins,narrow,P,PrA
L307.,Failed trial of labour unspec.,BirthNarrow,Birth classified as narrow,RCD2,L307.,C0157223,Failed trial of labor,possible,P,PrA
L307z,Failed trial labour NOS,BirthNarrow,Birth classified as narrow,RCD2,L307z,C0157223,Failed trial of labor,possible,P,PrA
L310.,Primary uterine inertia,BirthPossible2,Birth classified as possible,RCD2,L310.,C0152159,Hypotonic uterine inertia,narrow,P,PrA
L3100,Primary uterine inertia unsp.,BirthPossible2,Birth classified as possible,RCD2,L3100,C0152159,Hypotonic uterine inertia,narrow,P,PrA
L310z,Primary uterine inertia NOS,BirthPossible2,Birth classified as possible,RCD2,L310z,C0152159,Hypotonic uterine inertia,narrow,P,PrA
L311.,Secondary uterine inertia,BirthPossible2,Birth classified as possible,RCD2,L311.,C0405169,Secondary uterine inertia,narrow,P,PrA
L3110,Secondary uterine inertia unsp,BirthPossible2,Birth classified as possible,RCD2,L3110,C0405169,Secondary uterine inertia,narrow,P,PrA
L311z,Secondary uterine inertia NOS,BirthPossible2,Birth classified as possible,RCD2,L311z,C0405169,Secondary uterine inertia,narrow,P,PrA
L312.,Other uterine inertia,BirthPossible2,Birth classified as possible,RCD2,L312.,C0042135,Uterine Inertia,narrow,P,PrA
L3120,Other uterine inertia unspec.,BirthPossible2,Birth classified as possible,RCD2,L3120,C0477838,Other uterine inertia,narrow,P,PrA
L312z,Other uterine inertia NOS,BirthPossible2,Birth classified as possible,RCD2,L312z,C0477838,Other uterine inertia,narrow,P,PrA
L34..,Perineum-vulva delivery trauma,BirthNarrow,Birth classified as narrow,RCD2,L34..,C0269859,Obstetrical laceration,narrow,P,PrA
L3410,2nd degree perineal tear unsp.,BirthNarrow,Birth classified as narrow,RCD2,L3410,C0269870,Second degree perineal laceration,narrow,P,PrA
L341z,Second degr.perineal tear NOS,BirthNarrow,Birth classified as narrow,RCD2,L341z,C0269870,Second degree perineal laceration,narrow,P,PrA
L3420,3rd degree perineal tear unsp.,BirthNarrow,Birth classified as narrow,RCD2,L3420,C0269874,Third degree perineal laceration,narrow,P,PrA
L342z,Third degree perineal tear NOS,BirthNarrow,Birth classified as narrow,RCD2,L342z,C0269874,Third degree perineal laceration,narrow,P,PrA
L344.,Perineal laceration unspecif.,BirthNarrow,Birth classified as narrow,RCD2,L344.,C0269859,Obstetrical laceration,narrow,P,PrA
L3440,Perineal tear unspecified,BirthNarrow,Birth classified as narrow,RCD2,L3440,C0269859,Obstetrical laceration,narrow,P,PrA
L344z,Perineal tear unspecified NOS,BirthNarrow,Birth classified as narrow,RCD2,L344z,C0269859,Obstetrical laceration,narrow,P,PrA
L3450,Vulval-perineal haematoma unsp,BirthNarrow,Birth classified as narrow,RCD2,L3450,C0157332,Vulval and perineal hematoma during delivery,narrow,P,PrA
L345z,Vulval-perineal haematoma NOS,BirthNarrow,Birth classified as narrow,RCD2,L345z,C0157332,Vulval and perineal hematoma during delivery,narrow,P,PrA
L352.,Obstetric inversion of uterus,BirthPossible2,Birth classified as possible,RCD2,L352.,C0162482,Uterine Inversion,narrow,P,PrA
L3520,Inversion of uterus unspecif.,BirthPossible2,Birth classified as possible,RCD2,L3520,C0162482,Uterine Inversion,narrow,P,PrA
L352z,Inversion of uterus NOS,BirthPossible2,Birth classified as possible,RCD2,L352z,C0162482,Uterine Inversion,narrow,P,PrA
L353.,Obstetric laceration of cervix,BirthNarrow,Birth classified as narrow,RCD2,L353.,C0157358,Laceration of cervix - obstetric,narrow,P,PrA
L3530,Laceration of cervix unspecif.,BirthNarrow,Birth classified as narrow,RCD2,L3530,C0157358,Laceration of cervix - obstetric,narrow,P,PrA
L353z,Laceration of cervix NOS,BirthNarrow,Birth classified as narrow,RCD2,L353z,C0157358,Laceration of cervix - obstetric,narrow,P,PrA
L354.,Obstet high vaginal laceration,BirthNarrow,Birth classified as narrow,RCD2,L354.,C0269887,Obstetric high vaginal laceration,narrow,P,PrA
L3540,High vaginal laceration unspec,BirthNarrow,Birth classified as narrow,RCD2,L3540,C0269887,Obstetric high vaginal laceration,narrow,P,PrA
L354z,High vaginal laceration NOS,BirthNarrow,Birth classified as narrow,RCD2,L354z,C0269887,Obstetric high vaginal laceration,narrow,P,PrA
L357.,Obstetrics + pelvic haematoma,BirthNarrow,Birth classified as narrow,RCD2,L357.,C0269895,Pelvic hematoma during delivery,narrow,P,PrA
L3570,Obst.+ pelvic haematoma unsp.,BirthNarrow,Birth classified as narrow,RCD2,L3570,C0269895,Pelvic hematoma during delivery,narrow,P,PrA
L357z,Obst.+ pelvic haematoma NOS,BirthNarrow,Birth classified as narrow,RCD2,L357z,C0269895,Pelvic hematoma during delivery,narrow,P,PrA
L3700,Retained placenta+no h-ge unsp,BirthNarrow,Birth classified as narrow,RCD2,L3700,C0269905,Retained placenta- without hemorrhage,narrow,P,PrA
L390.,Maternal distress,BirthNarrow,Birth classified as narrow,RCD2,L390.,C0473485,Maternal distress,narrow,P,PrA
L3900,Maternal distress unspecified,BirthNarrow,Birth classified as narrow,RCD2,L3900,C0473485,Maternal distress,narrow,P,PrA
L390z,Maternal distress NOS,BirthNarrow,Birth classified as narrow,RCD2,L390z,C0473485,Maternal distress,narrow,P,PrA
L391.,Obstetric shock,BirthNarrow,Birth classified as narrow,RCD2,L391.,C0157450,Shock during AND-OR following labor AND-OR delivery,narrow,P,PrA
L3910,Obstetric shock unspecified,BirthNarrow,Birth classified as narrow,RCD2,L3910,C0157450,Shock during AND-OR following labor AND-OR delivery,narrow,P,PrA
L391z,Obstetric shock NOS,BirthNarrow,Birth classified as narrow,RCD2,L391z,C0157450,Shock during AND-OR following labor AND-OR delivery,narrow,P,PrA
L392.,Maternal hypotension syndrome,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L392.,C0341966,Maternal hypotension syndrome,narrow,P,PrA
L3920,Maternal hypotension synd.unsp,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L3920,C0341966,Maternal hypotension syndrome,narrow,P,PrA
L392z,Maternal hypotension syndr.NOS,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L392z,C0341966,Maternal hypotension syndrome,narrow,P,PrA
L3982,Caesarean section - pregn term,AtTerm,At term delivery,RCD2,L3982,C0475520,Cesarean section - pregnancy at term,narrow,P,PrA
L39y.,Other labour-delivery complic.,BirthPossible2,Birth classified as possible,RCD2,L39y.,C0157443,Other complications of labor and delivery,narrow,P,PrA
L39y0,Other lab-deliv comp.unspecif.,BirthPossible2,Birth classified as possible,RCD2,L39y0,C0157443,Other complications of labor and delivery,narrow,P,PrA
L39yz,Other labour-deliv.complic.NOS,BirthPossible2,Birth classified as possible,RCD2,L39yz,C0157443,Other complications of labor and delivery,narrow,P,PrA
L39z0,Labour-deliv.complic.unspecif.,BirthNarrow,Birth classified as narrow,RCD2,L39z0,C0269815,Complication of labor and delivery- unspecified,narrow,P,PrA
L3z..,Labour-delivery complic.NOS,BirthNarrow,Birth classified as narrow,RCD2,L3z..,C0269815,Complication of labor and delivery- unspecified,narrow,P,PrA
L413.,Antenatal deep vein thrombosis,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L413.,C0342044,Antepartum deep vein thrombosis,narrow,P,PrA
L4130,Antenatal DVT unspecified,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L4130,C0342044,Antepartum deep vein thrombosis,narrow,P,PrA
L413z,Antenatal DVT NOS,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L413z,C0342044,Antepartum deep vein thrombosis,narrow,P,PrA
L41y.,Other obst.venous complication,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L41y.,C0157524,Venous complications in pregnancy and the puerperium- other,narrow,P,PrA
L41y0,Other obst.venous complic.unsp,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L41y0,C0157524,Venous complications in pregnancy and the puerperium- other,narrow,P,PrA
L41yz,Other obst.venous complic.NOS,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L41yz,C0157524,Venous complications in pregnancy and the puerperium- other,narrow,P,PrA
L43y0,Other obst.pulm.embol.unspec.,OngoingPregnancy1,Ongoing Pregnancy,RCD2,L43y0,C0157564,Other obstetrical pulmonary embolism,narrow,P,PrA
L43y0,Other obst.pulm.embol.unspec.,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L43y0,C0157564,Other obstetrical pulmonary embolism,narrow,P,PrA
L43yz,Other obst.pulmonary embol.NOS,OngoingPregnancy1,Ongoing Pregnancy,RCD2,L43yz,C0157564,Other obstetrical pulmonary embolism,narrow,P,PrA
L43yz,Other obst.pulmonary embol.NOS,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L43yz,C0157564,Other obstetrical pulmonary embolism,narrow,P,PrA
L444.,Placental polyp,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L444.,C0152437,Placental polyp,narrow,P,PrA
L4440,Placental polyp unspecified,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L4440,C0152437,Placental polyp,narrow,P,PrA
L444z,Placental polyp NOS,OngoingPregnancy5,Ongoing Pregnancy,RCD2,L444z,C0152437,Placental polyp,narrow,P,PrA
L4511,Obst.breast abscess-delivered,BirthNarrow,Birth classified as narrow,RCD2,L4511,C0405309,Obstetric breast abscess - delivered,narrow,P,PrA
L514.,Mat care-intraut growth retard,FGR,Fetal growth restriction,RCD,L514.,C0495238,Maternal care for poor fetal growth,narrow,P,PrA
L514.,Maternl care-poor fetal growth,FGR,Fetal growth restriction,RCD2,L514.,C0495238,Maternal care for poor fetal growth,narrow,P,PrA
Lyu00,[X]Other ectopic pregnancy,EctopicPregnancy,Ectopic Pregnancy,RCD2,Lyu00,C0029604,Other ectopic pregnancy,narrow,P,PrA
Lyu02,[X]Other abortion,ELECTTERM,Elective termination,RCD2,Lyu02,C0477801,Other abortion,possible,P,PrA
Lyu02,[X]Other abortion,SpontaneousAbortion,Spontaneous abortion,RCD,Lyu02,C0477801,Other abortion,possible,P,PrA
Lyu02,[X]Other abortion,SpontaneousAbortion,Spontaneous abortion,RCD2,Lyu02,C0477801,Other abortion,possible,P,PrA
Lyu03,[X]Fail med abrt-wth o+uns cmp,ELECTTERM,Elective termination,RCD2,Lyu03,C0477802,Failed medical abortion- with other and unspecified complications,possible,P,PrA
Lyu21,[X]Oth vomiting complicat preg,OngoingPregnancy1,Ongoing Pregnancy,RCD2,Lyu21,C0156703,Other vomiting complicating pregnancy,narrow,P,PrA
Lyu22,[X]Oth venous complicatns-preg,OngoingPregnancy5,Ongoing Pregnancy,RCD2,Lyu22,C0477814,Other venous complications in pregnancy,narrow,P,PrA
Lyu3C,[X]Other placental disorders,OngoingPregnancy4,Ongoing Pregnancy,RCD2,Lyu3C,C0477835,Other placental disorders,narrow,P,PrA
Lyu3E,[X]Other antepartum haemorrhag,BLEEDING,Pregnancy Bleeding,RCD2,Lyu3E,C0156635,Other antepartum hemorrhage,narrow,P,PrA
Lyu3E,[X]Other antepartum haemorrhag,OngoingPregnancy7,Ongoing Pregnancy,RCD2,Lyu3E,C0156635,Other antepartum hemorrhage,narrow,P,PrA
Lyu4.,[X]Complicatns-labour+delivery,BirthNarrow,Birth classified as narrow,RCD2,Lyu4.,C0269815,Complication of labor and delivery- unspecified,narrow,P,PrA
Lyu41,[X]Other uterine inertia,BirthPossible2,Birth classified as possible,RCD2,Lyu41,C0477838,Other uterine inertia,narrow,P,PrA
Lyu4J,[X]O comp-obstet surg+procedur,OngoingPregnancy5,Ongoing Pregnancy,RCD2,Lyu4J,C0157465,Other complications of obstetric surgery and procedures,narrow,P,PrA
M28020,Blighted ovum,EctopicPregnancy,Ectopic Pregnancy,SNM,M28020,C0266648,Blighted ovum,narrow,P,PrA
