event_definition,coding_system,code,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_original
Stillbirth,ICD9CM,656.41,Intrauterine death- affecting management of mother- delivered- with or without mention of antepartum condition,C0157117,Intrauterine death- affecting management of mother- delivered,possible,P,STILLBIRTH,AESI,656.41
Stillbirth,ICD9CM,656.43,Intrauterine death- affecting management of mother- antepartum condition or complication,C0157118,Intrauterine death- affecting management of mother- antepartum,possible,P,STILLBIRTH,AESI,656.43
Stillbirth,ICD9CM,V32,Twin birth- mate stillborn,C0260612,Encounter due to twin birth- mate stillborn,narrow,P,STILLBIRTH,AESI,V32
Stillbirth,ICD9CM,V32.0,Twin- mate stillborn- born in hospital,C0260613,Encounter for twin- born in hospital- mate stillborn,narrow,P,STILLBIRTH,AESI,V32.0
Stillbirth,ICD9CM,V32.00,Twin birth- mate stillborn- born in hospital- delivered without mention of cesarean section,C0260614,Twin birth- mate stillborn- born in hospital- delivered without mention of cesarean section,narrow,P,STILLBIRTH,AESI,V32.00
Stillbirth,ICD9CM,V32.01,Twin birth- mate stillborn- born in hospital- delivered by cesarean section,C0260615,Twin birth- mate stillborn- born in hospital- delivered by cesarean section,narrow,P,STILLBIRTH,AESI,V32.01
Stillbirth,ICD9CM,V32.1,Twin birth- mate stillborn- born before admission to hospital,C0260616,Encounter due to twin birth- mate stillborn- born before admission to hospital,narrow,P,STILLBIRTH,AESI,V32.1
Stillbirth,ICD9CM,V32.2,Twin birth- mate stillborn- born outside hospital and not hospitalized,C0260617,Encounter due to twin birth- mate stillborn- born outside hospital and not hospitalized,narrow,P,STILLBIRTH,AESI,V32.2
Stillbirth,ICD9CM,V35,Other multiple birth (three or more)- mates all stillborn,C0260629,Other multiple birth (three or more)- mates all stillborn,narrow,P,STILLBIRTH,AESI,V35
Stillbirth,ICD9CM,V35.0,Other multiple- mates all stillborn- born in hospital,C0260630,Other multiple- mates all stillborn- born in hospital,narrow,P,STILLBIRTH,AESI,V35.0
Stillbirth,ICD9CM,V35.00,Other multiple birth (three or more)- mates all still born- born in hospital- delivered without mention of cesarean section,C0260631,Other multiple birth (three or more)- mates all still born- born in hospital- delivered without mention of cesarean section,narrow,P,STILLBIRTH,AESI,V35.00
Stillbirth,ICD9CM,V35.01,Other multiple birth (three or more)- mates all still born- born in hospital- delivered by cesarean section,C0260632,Other multiple birth (three or more)- mates all still born- born in hospital- delivered by cesarean section,narrow,P,STILLBIRTH,AESI,V35.01
Stillbirth,ICD9CM,V35.1,Other multiple birth (three or more)- mates all stillborn- born before admission to hospital,C0260633,Other multiple birth (three or more)- mates all stillborn- born before admission to hospital,narrow,P,STILLBIRTH,AESI,V35.1
Stillbirth,ICD9CM,V35.2,Other multiple birth (three or more)- mates all stillborn- born outside of hospital and not hospitalized,C0260634,Other multiple birth (three or more)- mates all stillborn- born outside of hospital and not hospitalized,narrow,P,STILLBIRTH,AESI,V35.2
Stillbirth,ICD9CM,656.4,Intrauterine death affecting management of mother,C0269792,Fetal death- affecting management of mother,possible,P,STILLBIRTH,AESI,656.4
Stillbirth,ICD9CM,768.0,Fetal death from asphyxia or anoxia before onset of labor or at unspecified time,C0270131,Fetal death from asphyxia AND-OR anoxia before onset of labor,narrow,P,STILLBIRTH,AESI,768.0
Stillbirth,ICD9CM,V27.4,Outcome of delivery- twins- both stillborn,C0419377,Encounter due to birth of twins- both stillborn,narrow,P,STILLBIRTH,AESI,V27.4
Stillbirth,ICD9CM,V27.3,Outcome of delivery- twins- one liveborn and one stillborn,C0481466,Encounter due to birth of twins- one live born and one stillborn,narrow,P,STILLBIRTH,AESI,V27.3
Stillbirth,ICD9CM,V27.7,Outcome of delivery- other multiple birth- all stillborn,C0481671,Other multiple births- all stillborn,narrow,P,STILLBIRTH,AESI,V27.7
Stillbirth,ICD9CM,V27.1,Outcome of delivery- single stillborn,C1313896,Encounter due to single stillbirth,narrow,P,STILLBIRTH,AESI,V27.1
Stillbirth,ICD9CM,646.03,Papyraceous fetus- antepartum condition or complication,C0156727,Papyraceous foetus- antepartum,"",P,StillBirth,PrA,646.03
Stillbirth,ICD9CM,651.3,Twin pregnancy with fetal loss and retention of one fetus,C0156901,Twin pregnancy with foetal loss and retention of one foetus,"",P,StillBirth,PrA,651.3
Stillbirth,ICD9CM,651.30,Twin pregnancy with fetal loss and retention of one fetus- unspecified as to episode of care or not applicable,C0156902,Twin pregnancy with fetal loss and retention of one fetus- unspecified as to episode of care or not applicable,"",P,StillBirth,PrA,651.30
Stillbirth,ICD9CM,651.31,Twin pregnancy with fetal loss and retention of one fetus- delivered- with or without mention of antepartum condition,C0156903,Twin pregnancy with fetal loss and retention of one fetus- delivered- with or without mention of antepartum condition,"",P,StillBirth,PrA,651.31
Stillbirth,ICD9CM,651.33,Twin pregnancy with fetal loss and retention of one fetus- antepartum condition or complication,C0156904,Twin pregnancy with fetal loss and retention of one fetus- antepartum condition or complication,"",P,StillBirth,PrA,651.33
Stillbirth,ICD9CM,651.4,Triplet pregnancy with fetal loss and retention of one or more fetus (es),C0156905,triplet pregnancy with fetal loss retaining one or more fetuses,"",P,StillBirth,PrA,651.4
Stillbirth,ICD9CM,651.40,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,C0156906,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,"",P,StillBirth,PrA,651.40
Stillbirth,ICD9CM,651.41,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- delivered- with or without mention of antepartum condition,C0156907,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- delivered- with or without mention of antepartum condition,"",P,StillBirth,PrA,651.41
Stillbirth,ICD9CM,651.43,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,C0156908,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,"",P,StillBirth,PrA,651.43
Stillbirth,ICD9CM,651.5,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es),C0156909,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es),"",P,StillBirth,PrA,651.5
Stillbirth,ICD9CM,651.50,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,C0156910,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,"",P,StillBirth,PrA,651.50
Stillbirth,ICD9CM,651.51,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- delivered- with or without mention of antepartum condition,C0156911,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- delivered- with or without mention of antepartum condition,"",P,StillBirth,PrA,651.51
Stillbirth,ICD9CM,651.53,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,C0156912,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,"",P,StillBirth,PrA,651.53
Stillbirth,ICD9CM,651.6,Other multiple pregnancy with fetal loss and retention of one or more fetus(es),C0156913,Other multiple pregnancy with fetal loss and retention of one or more fetus(es),"",P,StillBirth,PrA,651.6
Stillbirth,ICD9CM,651.60,Other multiple pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,C0156914,Other multiple pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,"",P,StillBirth,PrA,651.60
Stillbirth,ICD9CM,651.61,Other multiple pregnancy with fetal loss and retention of one or more fetus(es)- delivered- with or without mention of antepartum condition,C0156915,Other multiple pregnancy with fetal loss and retention of one or more fetus(es)- delivered- with or without mention of antepartum condition,"",P,StillBirth,PrA,651.61
Stillbirth,ICD9CM,651.63,Other multiple pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,C0156916,Other multiple pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,"",P,StillBirth,PrA,651.63
Stillbirth,ICD9CM,656.40,Intrauterine death- affecting management of mother- unspecified as to episode of care or not applicable,C0157116,Intrauterine death- affecting management of mother- unspecified as to episode of care or not applicable,"",P,StillBirth,PrA,656.40
Stillbirth,ICD9CM,656.41,Intrauterine death- affecting management of mother- delivered- with or without mention of antepartum condition,C0157117,Intrauterine death- affecting management of mother- delivered,"",P,StillBirth,PrA,656.41
Stillbirth,ICD9CM,656.43,Intrauterine death- affecting management of mother- antepartum condition or complication,C0157118,Intrauterine death- affecting management of mother- antepartum,"",P,StillBirth,PrA,656.43
Stillbirth,ICD9CM,V32,Twin birth- mate stillborn,C0260612,Encounter due to twin birth- mate stillborn,"",P,StillBirth,PrA,V32
Stillbirth,ICD9CM,V32.0,Twin- mate stillborn- born in hospital,C0260613,Encounter for twin- born in hospital- mate stillborn,"",P,StillBirth,PrA,V32.0
Stillbirth,ICD9CM,V32.00,Twin birth- mate stillborn- born in hospital- delivered without mention of cesarean section,C0260614,Twin birth- mate stillborn- born in hospital- delivered without mention of cesarean section,"",P,StillBirth,PrA,V32.00
Stillbirth,ICD9CM,V32.01,Twin birth- mate stillborn- born in hospital- delivered by cesarean section,C0260615,Twin birth- mate stillborn- born in hospital- delivered by cesarean section,"",P,StillBirth,PrA,V32.01
Stillbirth,ICD9CM,V32.1,Twin birth- mate stillborn- born before admission to hospital,C0260616,Encounter due to twin birth- mate stillborn- born before admission to hospital,"",P,StillBirth,PrA,V32.1
Stillbirth,ICD9CM,V32.2,Twin birth- mate stillborn- born outside hospital and not hospitalized,C0260617,Encounter due to twin birth- mate stillborn- born outside hospital and not hospitalized,"",P,StillBirth,PrA,V32.2
Stillbirth,ICD9CM,V35,Other multiple birth (three or more)- mates all stillborn,C0260629,Other multiple birth (three or more)- mates all stillborn,"",P,StillBirth,PrA,V35
Stillbirth,ICD9CM,V35.0,Other multiple- mates all stillborn- born in hospital,C0260630,Other multiple- mates all stillborn- born in hospital,"",P,StillBirth,PrA,V35.0
Stillbirth,ICD9CM,V35.00,Other multiple birth (three or more)- mates all still born- born in hospital- delivered without mention of cesarean section,C0260631,Other multiple birth (three or more)- mates all still born- born in hospital- delivered without mention of cesarean section,"",P,StillBirth,PrA,V35.00
Stillbirth,ICD9CM,V35.01,Other multiple birth (three or more)- mates all still born- born in hospital- delivered by cesarean section,C0260632,Other multiple birth (three or more)- mates all still born- born in hospital- delivered by cesarean section,"",P,StillBirth,PrA,V35.01
Stillbirth,ICD9CM,V35.1,Other multiple birth (three or more)- mates all stillborn- born before admission to hospital,C0260633,Other multiple birth (three or more)- mates all stillborn- born before admission to hospital,"",P,StillBirth,PrA,V35.1
Stillbirth,ICD9CM,V35.2,Other multiple birth (three or more)- mates all stillborn- born outside of hospital and not hospitalized,C0260634,Other multiple birth (three or more)- mates all stillborn- born outside of hospital and not hospitalized,"",P,StillBirth,PrA,V35.2
Stillbirth,ICD9CM,656.4,Intrauterine death affecting management of mother,C0269792,Fetal death- affecting management of mother,"",P,StillBirth,PrA,656.4
Stillbirth,ICD9CM,768.0,Fetal death from asphyxia or anoxia before onset of labor or at unspecified time,C0270131,Fetal death from asphyxia AND-OR anoxia before onset of labor,"",P,StillBirth,PrA,768.0
Stillbirth,ICD9CM,V27.4,Outcome of delivery- twins- both stillborn,C0419377,Encounter due to birth of twins- both stillborn,"",P,StillBirth,PrA,V27.4
Stillbirth,ICD9CM,V27.7,Outcome of delivery- other multiple birth- all stillborn,C0481671,Other multiple births- all stillborn,"",P,StillBirth,PrA,V27.7
Stillbirth,ICD9CM,V27.1,Outcome of delivery- single stillborn,C1313896,Encounter due to single stillbirth,"",P,StillBirth,PrA,V27.1
Stillbirth,ICPC,A95,Perinatal mortality,C0701826,Perinatal death,narrow,P,STILLBIRTH,AESI,A95
Stillbirth,ICPC,W91,Normal delivery deadborn,C0497450,Uncomplicated labour-delivery stillbirth,narrow,P,STILLBIRTH,AESI,W91
Stillbirth,ICPC,A95,Perinatal mortality,C0701826,Perinatal death,"",P,StillBirth,PrA,A95
Stillbirth,ICPC2EENG,A95,Perinatal mortality,C0701826,Perinatal death,narrow,P,STILLBIRTH,AESI,A95
Stillbirth,ICPC2EENG,W91,Uncomplicated labour-delivery stillbirth,C0497450,Uncomplicated labour-delivery stillbirth,narrow,P,STILLBIRTH,AESI,W91
Stillbirth,ICPC2P,A95001,Mortality-perinatal,C0701826,Perinatal death,narrow,P,STILLBIRTH,AESI,A95001
Stillbirth,ICPC2P,W82007,Missed-abortion,C0000814,Missed abortion,possible,P,STILLBIRTH,AESI,W82007
Stillbirth,ICPC2P,A95001,Mortality-perinatal,C0701826,Perinatal death,"",P,StillBirth,PrA,A95001
Stillbirth,MDR,10076720,Perinatal death,C0701826,Perinatal death,narrow,P,STILLBIRTH,AESI,10076720
Stillbirth,MDR,10000230,Abortion missed,C0000814,Missed abortion,possible,P,STILLBIRTH,AESI,10000230
Stillbirth,MDR,10027704,Missed abortion,C0000814,Missed abortion,possible,P,STILLBIRTH,AESI,10027704
Stillbirth,MDR,10078992,Fetal resorption,C0015951,Fetal Resorption,possible,P,STILLBIRTH,AESI,10078992
Stillbirth,MDR,10079001,Foetal resorption,C0015951,Fetal Resorption,possible,P,STILLBIRTH,AESI,10079001
Stillbirth,MDR,10076687,Late fetal death,C3829316,Late fetal death,narrow,P,STILLBIRTH,AESI,10076687
Stillbirth,MDR,10076697,Late foetal death,C3829316,Late fetal death,narrow,P,STILLBIRTH,AESI,10076697
Stillbirth,MDR,10033742,Papyraceous fetus- antepartum,C0156727,Papyraceous foetus- antepartum,narrow,P,STILLBIRTH,AESI,10033742
Stillbirth,MDR,10060443,Papyraceous foetus- antepartum,C0156727,Papyraceous foetus- antepartum,narrow,P,STILLBIRTH,AESI,10060443
Stillbirth,MDR,10033741,Papyraceous fetus,C0156724,Fetus papyraceous,possible,P,STILLBIRTH,AESI,10033741
Stillbirth,MDR,10033745,Papyraceous foetus,C0156724,Fetus papyraceous,possible,P,STILLBIRTH,AESI,10033745
Stillbirth,MDR,10045189,Twin pregnancy with fetal loss and retention of one fetus,C0156901,Twin pregnancy with foetal loss and retention of one foetus,possible,P,STILLBIRTH,AESI,10045189
Stillbirth,MDR,10055710,Twin pregnancy with foetal loss and retention of one foetus,C0156901,Twin pregnancy with foetal loss and retention of one foetus,possible,P,STILLBIRTH,AESI,10055710
Stillbirth,MDR,10045191,Twin pregnancy with fetal loss and retention of one fetus- unspec as to eoc or not appli,C0156902,Twin pregnancy with fetal loss and retention of one fetus- unspecified as to episode of care or not applicable,possible,P,STILLBIRTH,AESI,10045191
Stillbirth,MDR,10045190,Twin pregnancy with fetal loss and retention of one fetus- antepartum condition or complication,C0156904,Twin pregnancy with fetal loss and retention of one fetus- antepartum condition or complication,possible,P,STILLBIRTH,AESI,10045190
Stillbirth,MDR,10044680,Triplet pregnancy with fetal loss and retention of one or more fetus(es),C0156905,triplet pregnancy with fetal loss retaining one or more fetuses,possible,P,STILLBIRTH,AESI,10044680
Stillbirth,MDR,10044678,Triplet preg with fetal loss and retention of one or more fetus- unspec as to eoc or not appli,C0156906,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,possible,P,STILLBIRTH,AESI,10044678
Stillbirth,MDR,10044674,Trip preg with fetal loss and reten of one or more fetus- deliv- with or w-o ment of antepart cond,C0156907,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- delivered- with or without mention of antepartum condition,possible,P,STILLBIRTH,AESI,10044674
Stillbirth,MDR,10044677,Triplet preg with fetal loss and retention of one or more fetus- antepart cond or comp,C0156908,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,possible,P,STILLBIRTH,AESI,10044677
Stillbirth,MDR,10037723,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es),C0156909,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es),possible,P,STILLBIRTH,AESI,10037723
Stillbirth,MDR,10037710,Quad preg with fetal loss and retention of one or more fetus- unspec as to eoc or not appli,C0156910,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,possible,P,STILLBIRTH,AESI,10037710
Stillbirth,MDR,10037708,Quad preg with fetal loss and reten of one or more fetus- deliv- with or w-o ment of antepart cond,C0156911,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- delivered- with or without mention of antepartum condition,possible,P,STILLBIRTH,AESI,10037708
Stillbirth,MDR,10037709,Quad preg with fetal loss and retention of one or more fetus- antepart cond or comp,C0156912,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,possible,P,STILLBIRTH,AESI,10037709
Stillbirth,MDR,10032272,Other multiple pregnancy with fetal loss and retention of one or more fetus(es),C0156913,Other multiple pregnancy with fetal loss and retention of one or more fetus(es),possible,P,STILLBIRTH,AESI,10032272
Stillbirth,MDR,10022816,Intrauterine death- affecting management of mother- delivered,C0157117,Intrauterine death- affecting management of mother- delivered,possible,P,STILLBIRTH,AESI,10022816
Stillbirth,MDR,10022815,Intrauterine death- affecting management of mother- antepartum,C0157118,Intrauterine death- affecting management of mother- antepartum,possible,P,STILLBIRTH,AESI,10022815
Stillbirth,MDR,10042062,Stillbirth,C0595939,Stillbirth,narrow,P,STILLBIRTH,AESI,10042062
Stillbirth,MDR,10042063,Stillbirth NOS,C0595939,Stillbirth,narrow,P,STILLBIRTH,AESI,10042063
Stillbirth,MDR,10016539,Fetus macerated,C0235658,Macerated fetus,possible,P,STILLBIRTH,AESI,10016539
Stillbirth,MDR,10016873,Foetus macerated,C0235658,Macerated fetus,possible,P,STILLBIRTH,AESI,10016873
Stillbirth,MDR,10022814,Intrauterine death affecting management of mother,C0269792,Fetal death- affecting management of mother,possible,P,STILLBIRTH,AESI,10022814
Stillbirth,MDR,10016480,Fetal death from asphyxia or anoxia before onset of labor or at unspecified time,C0270131,Fetal death from asphyxia AND-OR anoxia before onset of labor,narrow,P,STILLBIRTH,AESI,10016480
Stillbirth,MDR,10016481,Fetal death from asphyxia or anoxia before onset of labor or at unspecified time,C0270131,Fetal death from asphyxia AND-OR anoxia before onset of labor,narrow,P,STILLBIRTH,AESI,10016481
Stillbirth,MDR,10053173,Stillbirth and fetal death,C0947987,Stillbirth and foetal death,narrow,P,STILLBIRTH,AESI,10053173
Stillbirth,MTHICD9,646.03,Papyraceous fetus- antepartum,C0156727,Papyraceous foetus- antepartum,narrow,P,STILLBIRTH,AESI,646.03
Stillbirth,MTHICD9,651.4,Triplet pregnancy with fetal loss and retention of one or more fetus(es),C0156905,triplet pregnancy with fetal loss retaining one or more fetuses,possible,P,STILLBIRTH,AESI,651.4
Stillbirth,MTHICD9,656.41,Intrauterine death affecting management of mother- delivered,C0157117,Intrauterine death- affecting management of mother- delivered,possible,P,STILLBIRTH,AESI,656.41
Stillbirth,MTHICD9,656.43,Intrauterine death affecting management of mother- antepartum,C0157118,Intrauterine death- affecting management of mother- antepartum,possible,P,STILLBIRTH,AESI,656.43
Stillbirth,MTHICD9,V32.00,Twin- mate stillborn- born in hospital- delivered without mention of cesarean section,C0260614,Twin birth- mate stillborn- born in hospital- delivered without mention of cesarean section,narrow,P,STILLBIRTH,AESI,V32.00
Stillbirth,MTHICD9,V32.01,Twin- mate stillborn- born in hospital- delivered by cesarean section,C0260615,Twin birth- mate stillborn- born in hospital- delivered by cesarean section,narrow,P,STILLBIRTH,AESI,V32.01
Stillbirth,MTHICD9,V35,Other multiple birth- mates all stillborn,C0260629,Other multiple birth (three or more)- mates all stillborn,narrow,P,STILLBIRTH,AESI,V35
Stillbirth,MTHICD9,V35.00,Other multiple- mates all stillborn- born in hospital- delivered without mention of cesarean section,C0260631,Other multiple birth (three or more)- mates all still born- born in hospital- delivered without mention of cesarean section,narrow,P,STILLBIRTH,AESI,V35.00
Stillbirth,MTHICD9,V35.01,Other multiple- mates all stillborn- born in hospital- delivered by cesarean section,C0260632,Other multiple birth (three or more)- mates all still born- born in hospital- delivered by cesarean section,narrow,P,STILLBIRTH,AESI,V35.01
Stillbirth,MTHICD9,V35.1,Other multiple birth- mates all stillborn- born before admission to hospital,C0260633,Other multiple birth (three or more)- mates all stillborn- born before admission to hospital,narrow,P,STILLBIRTH,AESI,V35.1
Stillbirth,MTHICD9,V35.2,Other multiple birth- mates all stillborn- born outside of hospital and not hospitalized,C0260634,Other multiple birth (three or more)- mates all stillborn- born outside of hospital and not hospitalized,narrow,P,STILLBIRTH,AESI,V35.2
Stillbirth,MTHICD9,656.4,Fetal death after completion of 22 weeks- gestation affecting management of mother,C0269792,Fetal death- affecting management of mother,possible,P,STILLBIRTH,AESI,656.4
Stillbirth,MTHICD9,V27.4,Mother with twins- both stillborn,C0419377,Encounter due to birth of twins- both stillborn,narrow,P,STILLBIRTH,AESI,V27.4
Stillbirth,MTHICD9,V27.3,Mother with twins- one liveborn and one stillborn,C0481466,Encounter due to birth of twins- one live born and one stillborn,narrow,P,STILLBIRTH,AESI,V27.3
Stillbirth,MTHICD9,V27.7,Mother with other multiple birth- all stillborn,C0481671,Other multiple births- all stillborn,narrow,P,STILLBIRTH,AESI,V27.7
Stillbirth,MTHICD9,V27.1,Mother with single stillborn,C1313896,Encounter due to single stillbirth,narrow,P,STILLBIRTH,AESI,V27.1
Stillbirth,MTHICD9,646.03,Papyraceous fetus- antepartum,C0156727,Papyraceous foetus- antepartum,"",P,StillBirth,PrA,646.03
Stillbirth,MTHICD9,651.4,Triplet pregnancy with fetal loss and retention of one or more fetus(es),C0156905,triplet pregnancy with fetal loss retaining one or more fetuses,"",P,StillBirth,PrA,651.4
Stillbirth,MTHICD9,656.40,Intrauterine death affecting management of mother- unspecified as to episode of care,C0157116,Intrauterine death- affecting management of mother- unspecified as to episode of care or not applicable,"",P,StillBirth,PrA,656.40
Stillbirth,MTHICD9,656.41,Intrauterine death affecting management of mother- delivered,C0157117,Intrauterine death- affecting management of mother- delivered,"",P,StillBirth,PrA,656.41
Stillbirth,MTHICD9,656.43,Intrauterine death affecting management of mother- antepartum,C0157118,Intrauterine death- affecting management of mother- antepartum,"",P,StillBirth,PrA,656.43
Stillbirth,MTHICD9,V32.00,Twin- mate stillborn- born in hospital- delivered without mention of cesarean section,C0260614,Twin birth- mate stillborn- born in hospital- delivered without mention of cesarean section,"",P,StillBirth,PrA,V32.00
Stillbirth,MTHICD9,V32.01,Twin- mate stillborn- born in hospital- delivered by cesarean section,C0260615,Twin birth- mate stillborn- born in hospital- delivered by cesarean section,"",P,StillBirth,PrA,V32.01
Stillbirth,MTHICD9,V35,Other multiple birth- mates all stillborn,C0260629,Other multiple birth (three or more)- mates all stillborn,"",P,StillBirth,PrA,V35
Stillbirth,MTHICD9,V35.00,Other multiple- mates all stillborn- born in hospital- delivered without mention of cesarean section,C0260631,Other multiple birth (three or more)- mates all still born- born in hospital- delivered without mention of cesarean section,"",P,StillBirth,PrA,V35.00
Stillbirth,MTHICD9,V35.01,Other multiple- mates all stillborn- born in hospital- delivered by cesarean section,C0260632,Other multiple birth (three or more)- mates all still born- born in hospital- delivered by cesarean section,"",P,StillBirth,PrA,V35.01
Stillbirth,MTHICD9,V35.1,Other multiple birth- mates all stillborn- born before admission to hospital,C0260633,Other multiple birth (three or more)- mates all stillborn- born before admission to hospital,"",P,StillBirth,PrA,V35.1
Stillbirth,MTHICD9,V35.2,Other multiple birth- mates all stillborn- born outside of hospital and not hospitalized,C0260634,Other multiple birth (three or more)- mates all stillborn- born outside of hospital and not hospitalized,"",P,StillBirth,PrA,V35.2
Stillbirth,MTHICD9,656.4,Fetal death after completion of 22 weeks- gestation affecting management of mother,C0269792,Fetal death- affecting management of mother,"",P,StillBirth,PrA,656.4
Stillbirth,MTHICD9,V27.4,Mother with twins- both stillborn,C0419377,Encounter due to birth of twins- both stillborn,"",P,StillBirth,PrA,V27.4
Stillbirth,MTHICD9,V27.7,Mother with other multiple birth- all stillborn,C0481671,Other multiple births- all stillborn,"",P,StillBirth,PrA,V27.7
Stillbirth,MTHICD9,V27.1,Mother with single stillborn,C1313896,Encounter due to single stillbirth,"",P,StillBirth,PrA,V27.1
Stillbirth,RCD,X40E0,Antepartum fetal death,C0405332,Antepartum fetal death,narrow,P,STILLBIRTH,AESI,X40E0
Stillbirth,RCD,X70EM,Perinatal death,C0701826,Perinatal death,narrow,P,STILLBIRTH,AESI,X70EM
Stillbirth,RCD,XE0ve,Missed abortion,C0000814,Missed abortion,possible,P,STILLBIRTH,AESI,XE0ve
Stillbirth,RCD,L160.,Papyraceous fetus,C0156724,Fetus papyraceous,possible,P,STILLBIRTH,AESI,L160.
Stillbirth,RCD,L1600,Papyraceous fetus unspecified,C0156724,Fetus papyraceous,possible,P,STILLBIRTH,AESI,L1600
Stillbirth,RCD,L160z,Papyraceous fetus NOS,C0156724,Fetus papyraceous,possible,P,STILLBIRTH,AESI,L160z
Stillbirth,RCD,L1601,Papyraceous fetus - delivered,C0404857,papyraceous fetus with baby delivered,possible,P,STILLBIRTH,AESI,L1601
Stillbirth,RCD,X40E3,Stillbirth,C0595939,Stillbirth,narrow,P,STILLBIRTH,AESI,X40E3
Stillbirth,RCD,X40E5,Macerated stillbirth,C0235658,Macerated fetus,possible,P,STILLBIRTH,AESI,X40E5
Stillbirth,RCD,XaC1G,[X]Macerated stillbirth,C0235658,Macerated fetus,possible,P,STILLBIRTH,AESI,XaC1G
Stillbirth,RCD,ZV32.,[V]Twin- mate stillborn,C0260612,Encounter due to twin birth- mate stillborn,narrow,P,STILLBIRTH,AESI,ZV32.
Stillbirth,RCD,ZV32z,[V]Twin- mate stillborn NOS,C0260612,Encounter due to twin birth- mate stillborn,narrow,P,STILLBIRTH,AESI,ZV32z
Stillbirth,RCD,ZV320,[V]Twin- born in hospital- mate stillborn,C0260613,Encounter for twin- born in hospital- mate stillborn,narrow,P,STILLBIRTH,AESI,ZV320
Stillbirth,RCD,ZV274,[V]Twins- both stillborn,C0419377,Encounter due to birth of twins- both stillborn,narrow,P,STILLBIRTH,AESI,ZV274
Stillbirth,RCD,6332.,Single stillbirth,C0481458,Single stillbirth,narrow,P,STILLBIRTH,AESI,6332.
Stillbirth,RCD,ZV273,[V]Twins-1 live born-1 stillb.,C0481466,Encounter due to birth of twins- one live born and one stillborn,narrow,P,STILLBIRTH,AESI,ZV273
Stillbirth,RCD,ZV276,[V]Other multiple birth- some live born,C0481670,Other multiple births- some liveborn,narrow,P,STILLBIRTH,AESI,ZV276
Stillbirth,RCD,ZVu2B,[X]Other multiple births- some liveborn,C0481670,Other multiple births- some liveborn,narrow,P,STILLBIRTH,AESI,ZVu2B
Stillbirth,RCD,ZV277,[V]Other multiple birth- all stillborn,C0481671,Other multiple births- all stillborn,narrow,P,STILLBIRTH,AESI,ZV277
Stillbirth,RCD,ZVu2C,[X]Other multiple births- all stillborn,C0481671,Other multiple births- all stillborn,narrow,P,STILLBIRTH,AESI,ZVu2C
Stillbirth,RCD,ZV271,[V]Single stillbirth,C1313896,Encounter due to single stillbirth,narrow,P,STILLBIRTH,AESI,ZV271
Stillbirth,RCD2,Q4z..,Other perinatal conditions NOS,C0701826,Perinatal death,narrow,P,STILLBIRTH,AESI,Q4z..
Stillbirth,RCD2,L160.,Papyraceous fetus,C0156724,Fetus papyraceous,possible,P,STILLBIRTH,AESI,L160.
Stillbirth,RCD2,L1600,Papyraceous fetus unspecified,C0156724,Fetus papyraceous,possible,P,STILLBIRTH,AESI,L1600
Stillbirth,RCD2,L160z,Papyraceous fetus NOS,C0156724,Fetus papyraceous,possible,P,STILLBIRTH,AESI,L160z
Stillbirth,RCD2,L1601,Papyraceous fetus - delivered,C0404857,papyraceous fetus with baby delivered,possible,P,STILLBIRTH,AESI,L1601
Stillbirth,RCD2,Q48D.,[X] Stillbirth,C0595939,Stillbirth,narrow,P,STILLBIRTH,AESI,Q48D.
